direction	ontology	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
down	BP	GO:0048167	regulation of synaptic plasticity	41/1742	203/15715	0.201970443349754	1.8220238330892	4.16218280239065	9.85019976802925e-05	0.00152995399758326	0.0011576852801228	CHRDL1/MME/LRRTM2/SCTR/EIF4EBP2/SNCA/KIT/MEF2C/SHANK3/EGR2/CX3CL1/PENK/KCNB1/FAM107A/RASGRF2/ABHD6/PRNP/GRIN2B/CRHR2/NTRK2/STXBP1/RELN/S100B/NSG1/MCTP1/CYP46A1/PTN/NPAS4/UNC13C/MAP1B/CALB2/ZDHHC2/CHRNA7/CAMK2A/JPH4/CX3CR1/SLC8A3/PTGS2/DRD2/CBLN1/ARC	41
down	BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	21/1742	79/15715	0.265822784810127	2.3980511270328	4.39841687704173	9.9827569697748e-05	0.00154358562011964	0.00116800005349474	DMD/CASQ2/ATP1A2/ANK2/PKD2/SNCA/AKAP6/LHCGR/TRDN/CX3CL1/JPH2/PRKD1/TRPC1/CLIC2/CAPN3/PLN/HRC/HAP1/JPH4/IL13/CASQ1	21
down	BP	GO:0010874	regulation of cholesterol efflux	13/1742	37/15715	0.351351351351351	3.16962484872933	4.66511977316973	9.99363818977369e-05	0.00154358562011964	0.00116800005349474	CAV1/PPARG/ABCA8/EEPD1/CES1/CETP/ADIPOQ/LRP1/ABCA5/ABCA1/PTCH1/PLTP/EGF	13
down	BP	GO:0010543	regulation of platelet activation	16/1742	52/15715	0.307692307692308	2.77576613971562	4.52868995311185	0.000102196534237951	0.00156939850612518	0.00118753214283422	SVEP1/PEAR1/MMRN1/TLR4/C1QTNF1/EMILIN2/IL6/PDGFA/HTR2A/PDGFRA/THBD/SELP/CTSG/PRKCA/PLA2G4A/ADAMTS18	16
down	BP	GO:0032414	positive regulation of ion transmembrane transporter activity	19/1742	68/15715	0.279411764705882	2.52064057540353	4.43698652636744	0.000102456674340363	0.00156939850612518	0.00118753214283422	DMD/ANK2/PKD2/AKAP6/TRDN/LRRC38/JPH2/TRPC6/ATP2A1/ATP1B2/TESC/STAC3/ACTN2/EDN1/HAP1/CCL2/FXYD2/STAC2/CASQ1	19
down	BP	GO:0150116	regulation of cell-substrate junction organization	19/1742	68/15715	0.279411764705882	2.52064057540353	4.43698652636744	0.000102456674340363	0.00156939850612518	0.00118753214283422	FERMT2/MYOC/WDPCP/ITGB1BP1/DLC1/TEK/PPM1F/PIK3R1/NRP1/ACVRL1/FAM107A/KDR/GPM6B/ARHGAP6/PHLDB2/SFRP1/LIMCH1/DMTN/APOD	19
down	BP	GO:0061448	connective tissue development	52/1742	278/15715	0.18705035971223	1.68742617846022	4.08309639447593	0.000104521013247428	0.0015966088662727	0.0012081216726236	LPL/PPARG/CD34/GHR/TGFBR2/LEP/DGAT2/GPLD1/EBF2/FGF2/ARID5B/EGR1/ARRDC3/PDGFD/NPR2/CFLAR/MEF2C/HOXA5/BMP3/PKDCC/ACTA2/ZBTB16/ACVRL1/MAF/MUSTN1/PTH1R/EFEMP1/BMP2/SLC25A25/SPART/HOXA3/BMP6/CCN1/NFIB/SOX5/OGN/HYAL1/ZEB1/CCN3/PLAAT3/ID4/CYTL1/ARID5A/EDN1/OSR1/MSX1/RARB/HAND2/WNT10B/WNT11/PPARGC1A/BMP5	52
down	BP	GO:0043268	positive regulation of potassium ion transport	14/1742	42/15715	0.333333333333333	3.00707998469192	4.59870846792312	0.000104911382821592	0.00159739808734661	0.0012087188602655	FHL1/KCNIP2/ANO6/ANK2/KCNE1/AKAP6/KCNMB1/LRRC38/ATP1B2/KCNJ2/ACTN2/ADRA2A/FXYD2/EDN3	14
down	BP	GO:0045776	negative regulation of blood pressure	15/1742	47/15715	0.319148936170213	2.8791191342795	4.55532201448124	0.000105266936777843	0.00159739808734661	0.0012087188602655	ADRA1A/ADRB2/ABCC9/KL/ADIPOQ/PPARA/FFAR3/ADRB3/ARHGAP42/NOS1/DRD2/TAC1/ADRB1/CNR1/AGTR2	15
down	BP	GO:0032271	regulation of protein polymerization	40/1742	197/15715	0.203045685279188	1.8317238485433	4.14779242369388	0.000105553661620921	0.00159739808734661	0.0012087188602655	SPTBN1/GSN/ANKRD53/LMOD1/KANK1/TMOD1/CDH5/SNCA/DAAM2/KANK3/CYRIA/KANK2/PAK3/FER/CAV3/CDC42EP2/ESAM/TPPP2/ADD3/BIN1/EPS8/SLIT2/KIRREL1/SPTB/TMOD2/MET/CSF3/CCL21/SPTA1/CAPZA3/MAP1B/DMTN/SVIL/TENM1/TPPP/CCL24/TPPP3/LMOD3/ASB2/LMOD2	40
down	BP	GO:0043242	negative regulation of protein-containing complex disassembly	22/1742	85/15715	0.258823529411765	2.33490916458432	4.35716803296409	0.000106013074146718	0.00159739808734661	0.0012087188602655	SPTBN1/GSN/LMOD1/TMOD1/PLEKHH2/ADD3/EPS8/SPTB/TMOD2/SPTA1/CAPZA3/MAP1B/DMTN/SVIL/MID1/IRAK3/GAS2L2/SLN/LMOD3/ASB2/TRIM54/LMOD2	22
down	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	22/1742	85/15715	0.258823529411765	2.33490916458432	4.35716803296409	0.000106013074146718	0.00159739808734661	0.0012087188602655	DDR2/S1PR1/FGF2/PDGFD/ADAMTS1/CDH13/CX3CL1/TLR4/IGF1/RBPMS2/PIK3R1/IL6/JUN/NR4A3/ELANE/MAP3K5/HBEGF/CALCRL/EDN1/EGFR/PTGS2/IL13	22
down	BP	GO:0008643	carbohydrate transport	29/1742	127/15715	0.228346456692913	2.05996817848974	4.23469474081216	0.000110535703303954	0.00166103109707432	0.00125686867314095	SORBS1/SLC2A4/ACACB/AQP7B/AQP7/RHOQ/KLF15/LEP/PID1/AQP1/ADIPOQ/FFAR4/TRARG1/IGF1/PIK3R1/SGCB/SLC25A27/GPC3/NR4A3/IRS2/EDN1/ABCB11/ITLN1/C3/SLC5A9/CLTCL1/MFSD4A/SLC2A12/PPBP	29
down	BP	GO:0001952	regulation of cell-matrix adhesion	28/1742	121/15715	0.231404958677686	2.08755965879439	4.24023210730728	0.000112936191133142	0.00168414060665331	0.00127435517215511	FERMT2/MYOC/CD36/WDPCP/ITGB1BP1/DLC1/TEK/UTRN/CDH13/CX3CL1/PPM1F/PIK3R1/NRP1/ACVRL1/BCL6/FAM107A/BST1/KDR/CCL28/GPM6B/ARHGAP6/PHLDB2/HOXA7/SFRP1/CCL21/LIMCH1/DMTN/APOD	28
down	BP	GO:0051893	regulation of focal adhesion assembly	18/1742	63/15715	0.285714285714286	2.57749712973594	4.42972282993816	0.000112984726000907	0.00168414060665331	0.00127435517215511	FERMT2/MYOC/WDPCP/ITGB1BP1/DLC1/TEK/PPM1F/NRP1/ACVRL1/FAM107A/KDR/GPM6B/ARHGAP6/PHLDB2/SFRP1/LIMCH1/DMTN/APOD	18
down	BP	GO:0090109	regulation of cell-substrate junction assembly	18/1742	63/15715	0.285714285714286	2.57749712973594	4.42972282993816	0.000112984726000907	0.00168414060665331	0.00127435517215511	FERMT2/MYOC/WDPCP/ITGB1BP1/DLC1/TEK/PPM1F/NRP1/ACVRL1/FAM107A/KDR/GPM6B/ARHGAP6/PHLDB2/SFRP1/LIMCH1/DMTN/APOD	18
down	BP	GO:0006720	isoprenoid metabolic process	27/1742	115/15715	0.234782608695652	2.11803025008736	4.2487658277219	0.000114591102045418	0.00170350579314166	0.00128900841753361	RDH5/LIPE/ADH1A/RETSAT/RBP4/CYP3A7/DGAT2/PNPLA2/ALDH1A1/ADH1B/ALDH1A2/ADH1C/LRP1/ADH4/AKR1C3/AKR1C1/PECR/CYP3A4/CYP26B1/CYP1A1/DHRS3/ADH6/ALDH1A3/RARRES2/RPE65/EGFR/CYP3A5	27
down	BP	GO:0046209	nitric oxide metabolic process	21/1742	80/15715	0.2625	2.36807548794489	4.33140439185997	0.000121410027239517	0.00179524960278166	0.00135842910477674	CAV1/HBB/MTARC1/CD36/KLF4/PKD2/TLR4/PTGIS/PPARA/ATP2B4/KLF2/CYP1A1/CYGB/SIRPA/RGN/EDN1/NOS1/CPS1/CX3CR1/PTGS2/PTX3	21
down	BP	GO:0097009	energy homeostasis	21/1742	80/15715	0.2625	2.36807548794489	4.33140439185997	0.000121410027239517	0.00179524960278166	0.00135842910477674	ACVR1C/ACACB/LEPR/FOXO1/ADRB2/CD36/LEP/MLXIPL/SCTR/CEBPA/FMO2/PM20D1/SLC25A25/NR4A3/ADRB3/PPARGC1B/TWIST1/ALK/PPARGC1A/ADRB1/MRAP2	21
down	BP	GO:0010812	negative regulation of cell-substrate adhesion	17/1742	58/15715	0.293103448275862	2.64415653826359	4.42920218063945	0.000122925693833458	0.00181282705400671	0.00137172960699934	FZD4/MYOC/CORO2B/KANK1/ITGB1BP1/DLC1/CX3CL1/PIK3R1/ACVRL1/BCL6/FAM107A/ARHGAP6/PHLDB2/HOXA7/FZD7/DMTN/APOD	17
down	BP	GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	12/1742	33/15715	0.363636363636364	3.28045089239119	4.6301982863511	0.000126199360079364	0.00184880617678384	0.00139895428231415	DMD/CASQ2/ATP1A2/ANK2/RYR3/AKAP6/TRDN/CLIC2/PLN/HRC/RYR1/CASQ1	12
down	BP	GO:0071466	cellular response to xenobiotic stimulus	39/1742	192/15715	0.203125	1.83243936567164	4.09767976778573	0.000126866282022148	0.00184880617678384	0.00139895428231415	CRHBP/PDE2A/ACSL1/GLYAT/CYP3A7/ABCC9/ALDH2/GPLD1/AOC2/CYP2U1/ADIPOQ/FMO2/MEF2C/ABCB1/AKR1C1/PPM1F/CYP3A4/ABCA1/CYP26B1/AADAC/PRNP/AOX1/CYP1A1/CYP46A1/ACSM2B/TLR3/EDN1/EGFR/ABCB11/NOS1/SULT1C4/CYP3A5/ACSM1/SLCO1A2/ANKRD1/SLC28A3/SOX10/SULT1C3/ADSS1	39
down	BP	GO:0051895	negative regulation of focal adhesion assembly	8/1742	16/15715	0.5	4.51061997703789	4.96055691234519	0.00012710719659867	0.00184880617678384	0.00139895428231415	ITGB1BP1/DLC1/ACVRL1/FAM107A/ARHGAP6/PHLDB2/DMTN/APOD	8
down	BP	GO:0061050	regulation of cell growth involved in cardiac muscle cell development	8/1742	16/15715	0.5	4.51061997703789	4.96055691234519	0.00012710719659867	0.00184880617678384	0.00139895428231415	AKAP6/CAV3/PI16/IGF1/PPARA/RGS2/COL14A1/EDN1	8
down	BP	GO:0150118	negative regulation of cell-substrate junction organization	8/1742	16/15715	0.5	4.51061997703789	4.96055691234519	0.00012710719659867	0.00184880617678384	0.00139895428231415	ITGB1BP1/DLC1/ACVRL1/FAM107A/ARHGAP6/PHLDB2/DMTN/APOD	8
down	BP	GO:1990868	response to chemokine	22/1742	86/15715	0.255813953488372	2.30775905801938	4.29372263992892	0.000127750672503112	0.00184880617678384	0.00139895428231415	SLIT3/CXCL12/CCL14/STAT5A/CX3CL1/DUSP1/ACKR3/GPR17/ACKR4/CXCR2/CCL16/ENTREP1/SLIT2/CCL23/GPR75/ACKR1/CCL21/EDN1/CCL13/CCL2/CCL24/CX3CR1	22
down	BP	GO:1990869	cellular response to chemokine	22/1742	86/15715	0.255813953488372	2.30775905801938	4.29372263992892	0.000127750672503112	0.00184880617678384	0.00139895428231415	SLIT3/CXCL12/CCL14/STAT5A/CX3CL1/DUSP1/ACKR3/GPR17/ACKR4/CXCR2/CCL16/ENTREP1/SLIT2/CCL23/GPR75/ACKR1/CCL21/EDN1/CCL13/CCL2/CCL24/CX3CR1	22
down	BP	GO:0051282	regulation of sequestering of calcium ion	29/1742	128/15715	0.2265625	2.04387467709529	4.18692035510186	0.000128032745155093	0.00184880617678384	0.00139895428231415	DMD/CASQ2/ATP1A2/ANK2/PKD2/RYR3/FGF2/SNCA/AKAP6/LHCGR/TRDN/CX3CL1/JPH2/PRKD1/TRPC1/CLIC2/HTR2A/CAPN3/PLCL2/CCL21/PLN/HRC/PLCH2/HAP1/JPH4/DRD2/IL13/RYR1/CASQ1	29
down	BP	GO:0010761	fibroblast migration	16/1742	53/15715	0.30188679245283	2.72339319368325	4.4373258174087	0.000131481022747215	0.00188876236044898	0.00142918831925388	TNS1/DDR2/AKAP12/WDPCP/AQP1/ITGB1BP1/FGF2/ARID5B/ZEB2/CD248/FER/ACTA2/CYGB/CCN3/DMTN/HAS1	16
down	BP	GO:0045778	positive regulation of ossification	16/1742	53/15715	0.30188679245283	2.72339319368325	4.4373258174087	0.000131481022747215	0.00188876236044898	0.00142918831925388	ANO6/ADRB2/KL/MEF2C/PKDCC/TACR1/ZBTB16/BMP2/BMP6/CCN1/GPM6B/PTN/CCN3/OSR1/WNT10B/ACTN3	16
down	BP	GO:0051899	membrane depolarization	23/1742	92/15715	0.25	2.25530998851894	4.26368686920716	0.000132131688868352	0.00189320468934112	0.00143254973977765	FHL1/CAV1/MYOC/SCN4B/ATP1A2/ANK2/CACNA2D1/SCN11A/SCN3A/DCN/CAV3/SCN2B/SCN5A/BOK/SCN3B/KDR/KCNJ2/EDN1/HCN1/CACNA1G/CHRNA2/CHRNG/CHRND	23
down	BP	GO:0015669	gas transport	9/1742	20/15715	0.45	4.0595579793341	4.83410017226757	0.000132768836627881	0.0018974309255196	0.00143574764731073	HBB/HBA1/HBA2/AQP1/HBD/HBG2/MB/HBG1/CYGB	9
down	BP	GO:1990748	cellular detoxification	27/1742	116/15715	0.232758620689655	2.09977136862109	4.19764439984665	0.000133835154157576	0.00190775303291455	0.00144355817743769	CAT/HBB/GPX3/HBA1/HBA2/MTARC1/CD36/AIFM2/ALDH1A1/SLC29A4/SLC22A3/ADH4/FBLN5/HBD/HBG2/MB/SOD3/CLIC2/PRXL2A/HBG1/TPO/CYGB/ABCG2/MGST1/MPO/PTGS2/HP	27
down	BP	GO:1901880	negative regulation of protein depolymerization	20/1742	75/15715	0.266666666666667	2.40566398775354	4.30840375932607	0.000138232346797492	0.00196538041792844	0.00148716365542457	SPTBN1/GSN/LMOD1/TMOD1/PLEKHH2/ADD3/EPS8/SPTB/TMOD2/SPTA1/CAPZA3/MAP1B/DMTN/SVIL/MID1/GAS2L2/LMOD3/ASB2/TRIM54/LMOD2	20
down	BP	GO:0071384	cellular response to corticosteroid stimulus	18/1742	64/15715	0.28125	2.53722373708381	4.3508954096826	0.000141102536281028	0.00200105770761713	0.00151415993973933	ANXA1/NR3C1/KLF9/PCK1/AQP1/ZFP36/CFLAR/AKR1C3/SGK1/FAM107A/ZFP36L2/SERPINF1/NPAS4/EDN1/EGFR/FBXO32/MSTN/MYOD1	18
down	BP	GO:0071383	cellular response to steroid hormone stimulus	41/1742	207/15715	0.198067632850242	1.78681564307781	4.02348959484341	0.000153949122407982	0.00217345979398309	0.00164461311543194	PLPP1/ESR2/ANXA1/NR3C1/KLF9/ATP1A2/MGARP/PCK1/AQP1/CRY2/PER1/NR3C2/CALCOCO1/RHOXF1/ZFP36/CFLAR/RXRG/KANK2/AKR1C3/ZNF366/SGK1/PPARA/FAM107A/TFPI/TP63/ZFP36L2/NR4A3/SERPINF1/DAB2/TCF21/NODAL/NPAS4/SFRP1/PPARGC1B/EDN1/EGFR/FBXO32/MSTN/LMO3/SOX10/MYOD1	41
down	BP	GO:1903169	regulation of calcium ion transmembrane transport	34/1742	161/15715	0.211180124223602	1.90510657415265	4.07581281325356	0.000154058197785042	0.00217345979398309	0.00164461311543194	CAV1/DMD/CASQ2/ATP1A2/ANK2/PKD2/SNCA/AHNAK/ADCYAP1R1/AKAP6/LHCGR/TRDN/CACNA2D1/TMC2/CX3CL1/JPH2/PRKD1/TRPC1/CLIC2/PRNP/BIN1/ATP2A1/CAPN3/STAC3/PLN/ADRA2A/HRC/NOS1/HAP1/JPH4/STAC2/SLN/IL13/CASQ1	34
down	BP	GO:0006814	sodium ion transport	45/1742	234/15715	0.192307692307692	1.73485383732226	3.99882142163238	0.000154435195460656	0.00217345979398309	0.00164461311543194	FXYD1/SLC17A7/SCN4A/ANO6/ADRB2/DMD/SCN4B/ATP1A2/EDNRB/PKD2/SCN9A/PER1/UTRN/SLC9A9/SCN11A/SCN3A/CAV3/SCN2B/SGK1/KLHL3/SCN5A/SLC10A6/SCN3B/ATP2B4/SLC5A4/ATP1B2/SCN2A/TESC/SLC24A4/EDN1/OSR1/SCN7A/NOS1/FXYD2/SLC5A9/NKAIN2/CLCNKB/SLC13A2/HCN1/SLC8A3/DRD2/CNGA1/SLC28A3/SLC6A2/SLC4A4	45
down	BP	GO:0035767	endothelial cell chemotaxis	11/1742	29/15715	0.379310344827586	3.42184963775288	4.60906348366725	0.000155645926201456	0.00217943601208857	0.00164913519893409	FGF1/FGF2/PRKD1/NRP1/KDR/EGR3/SEMA5A/NR4A1/MET/CCN3/FGF16	11
down	BP	GO:0045987	positive regulation of smooth muscle contraction	11/1742	29/15715	0.379310344827586	3.42184963775288	4.60906348366725	0.000155645926201456	0.00217943601208857	0.00164913519893409	ADRA1A/OXTR/SPX/KIT/MYOCD/TACR1/EDN1/ADRA2B/EDN3/PTGS2/PROK2	11
down	BP	GO:0098754	detoxification	31/1742	142/15715	0.21830985915493	1.96942562377711	4.09727529781062	0.000157482731503402	0.00219960137578429	0.00166439392223932	CAT/HBB/GPX3/HBA1/HBA2/MTARC1/CD36/AIFM2/ALDH1A1/SLC29A4/SLC22A3/ADH4/ABCB1/FBLN5/HBD/HBG2/MB/SOD3/CLIC2/PRXL2A/HBG1/SLC47A2/MT1M/TPO/CYGB/ABCG2/MT1X/MGST1/MPO/PTGS2/HP	31
down	BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	24/1742	99/15715	0.242424242424242	2.18696726159413	4.18305965320532	0.000159434347544328	0.00221926841358338	0.00167927557240631	CAV1/PPARG/CHRDL1/SPRY2/MMRN2/MMRN1/FGF2/CRIM1/CFLAR/SPRY1/DAB2IP/DCN/ADGRA2/RBPMS2/ATP2B4/SLIT2/SPART/NGFR/SFRP1/GREM2/BMPER/SEMA6A/SOSTDC1/AGTR2	24
down	BP	GO:0035249	synaptic transmission, glutamatergic	25/1742	105/15715	0.238095238095238	2.14791427477995	4.16701702427213	0.000159691270878227	0.00221926841358338	0.00167927557240631	SLC17A7/OXTR/NR3C1/ATP1A2/PRKN/MEF2C/SHANK3/GRIA4/HTR2A/GRIN2B/STXBP1/RELN/UNC13C/NLGN1/PLPPR4/EGFR/KCNJ8/CDH8/CCL2/ABTB3/PTGS2/DRD2/FRRS1L/NRXN1/CNR1	25
down	BP	GO:0045926	negative regulation of growth	43/1742	221/15715	0.194570135746606	1.75526388246723	3.99241517821361	0.000163474990415795	0.00226617205463896	0.00171476660999305	FHL1/NPR1/SEMA3G/RBP4/DCUN1D3/ADRB2/ESR2/SLIT3/SOX17/JADE1/PRDM11/CAV3/PI16/PPARA/NRP1/ACVRL1/CRYAB/BCL6/CDKN2C/GPC3/RGS2/SLIT2/SPART/SEMA3A/MT1M/ADRB3/PTCH1/SEMA5A/MT1X/DAB2/HYAL1/CCN3/SFRP1/PTPRS/SEMA6D/MSX1/SOCS2/MSTN/RGMA/ADRB1/MYL2/SCGB3A1/AGTR2	43
down	BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	50/1742	269/15715	0.185873605947955	1.67681040038583	3.95328176070039	0.000165074907708179	0.00228264429736122	0.00172723082327025	TGFBR2/ROBO4/KLF4/CDH20/PECAM1/ADIPOQ/CDH5/CD209/PTPRM/CLDN5/PCDH18/CDH13/SPARCL1/CLDN11/CDH23/CX3CL1/NECTIN3/DSC1/FAT4/ROBO3/ESAM/NEXN/CLDN19/BMP2/SCARF1/HMCN2/LRFN5/PCDHB15/CADM3/ADGRL3/PCDH9/FAT2/SELP/PTPRS/NLGN1/CLDN8/CDH12/CDH8/PCDHB4/SLITRK2/SELE/CNTN6/DSG4/TENM3/CADM2/NRXN1/CBLN1/CDH22/MYOT/MYPN	50
down	BP	GO:0015711	organic anion transport	72/1742	426/15715	0.169014084507042	1.52471661195647	3.87670445329607	0.000166636116838526	0.00229850066634235	0.0017392290173301	SLC2A4/ACACB/SLC16A7/SLC7A10/PPARG/ABCD2/ACSL1/SLC17A7/CD36/LEP/SPX/ANXA1/FABP4/ATP1A2/CES1/CA4/PLA2R1/EPM2A/SNCA/SLCO1C1/LHCGR/PER2/SLC22A3/RBP7/ABCB1/AKR1C1/NMB/AVPR1A/PPARA/SLC10A6/FOLR2/SLC22A12/SLC25A25/NTRK2/STXBP1/RGS2/SLC1A3/ACSL4/SLC1A7/SLC7A3/LRRC8C/ABCG2/SLC7A14/IRS2/SLC16A12/APBA1/PLA2G5/MAP2K6/SLC27A6/EDN1/ABCC6/KCNJ8/MGST1/ABCB11/SLC4A1/PLA2G4A/SLC36A2/SLCO1B3-SLCO1B7/SLCO1A2/SLC22A11/CR1/SLC13A2/PTGS2/SLC25A18/DRD2/SLC16A11/SLC26A3/PLA2G2A/PMP2/SLC4A4/SLC25A4/TNFSF11	72
down	BP	GO:0038145	macrophage colony-stimulating factor signaling pathway	16/1742	54/15715	0.296296296296296	2.67295998639282	4.34805780384348	0.000167824027755734	0.00230342632154837	0.00174295616111088	DDR2/TYRO3/TEK/KIT/FLT4/TIE1/KDR/EPHB1/NTRK2/PDGFRA/MET/EPHA2/EGFR/EPHA5/ALK/NTRK3	16
down	BP	GO:2000351	regulation of endothelial cell apoptotic process	16/1742	54/15715	0.296296296296296	2.67295998639282	4.34805780384348	0.000167824027755734	0.00230342632154837	0.00174295616111088	ANO6/ECSCR/CDH5/ANGPT1/TEK/RGCC/AKR1C3/CD248/KDR/SEMA5A/F3/NGFR/ANGPTL4/CCL2/NDNF/IL13	16
down	BP	GO:0010742	macrophage derived foam cell differentiation	12/1742	34/15715	0.352941176470588	3.18396704261498	4.50112715383838	0.000175501432282979	0.00239104531206172	0.0018092556810551	LPL/PPARG/APOB/CD36/CETP/ADIPOQ/ABCA5/ABCA1/PPARA/PLA2G5/PF4/PLA2G2A	12
down	BP	GO:0032373	positive regulation of sterol transport	12/1742	34/15715	0.352941176470588	3.18396704261498	4.50112715383838	0.000175501432282979	0.00239104531206172	0.0018092556810551	CAV1/PPARG/ABCA8/EEPD1/CES1/CETP/ADIPOQ/LRP1/ABCA5/ABCA1/PTCH1/PLTP	12
down	BP	GO:0032376	positive regulation of cholesterol transport	12/1742	34/15715	0.352941176470588	3.18396704261498	4.50112715383838	0.000175501432282979	0.00239104531206172	0.0018092556810551	CAV1/PPARG/ABCA8/EEPD1/CES1/CETP/ADIPOQ/LRP1/ABCA5/ABCA1/PTCH1/PLTP	12
down	BP	GO:2001057	reactive nitrogen species metabolic process	21/1742	82/15715	0.25609756097561	2.31031754921453	4.20034477705804	0.000177281231533266	0.00240358680074615	0.00181874557216537	CAV1/HBB/MTARC1/CD36/KLF4/PKD2/TLR4/PTGIS/PPARA/ATP2B4/KLF2/CYP1A1/CYGB/SIRPA/RGN/EDN1/NOS1/CPS1/CX3CR1/PTGS2/PTX3	21
down	BP	GO:0043114	regulation of vascular permeability	15/1742	49/15715	0.306122448979592	2.76160406757422	4.36063667960284	0.000178155847629696	0.00240358680074615	0.00181874557216537	NPR1/PDE2A/FERMT2/AKAP12/CDH5/ANGPT1/TEK/ZEB2/CLDN5/TACR1/CXCR2/SLIT2/BMP6/C2CD4B/ADM	15
down	BP	GO:0046460	neutral lipid biosynthetic process	15/1742	49/15715	0.306122448979592	2.76160406757422	4.36063667960284	0.000178155847629696	0.00240358680074615	0.00181874557216537	GPAM/ACSL1/DGAT2/PNPLA2/GPLD1/PCK1/AGPAT2/GPAT3/AGMO/THRSP/RGN/LPIN1/MOGAT1/C3/PLA2G4A	15
down	BP	GO:0046463	acylglycerol biosynthetic process	15/1742	49/15715	0.306122448979592	2.76160406757422	4.36063667960284	0.000178155847629696	0.00240358680074615	0.00181874557216537	GPAM/ACSL1/DGAT2/PNPLA2/GPLD1/PCK1/AGPAT2/GPAT3/AGMO/THRSP/RGN/LPIN1/MOGAT1/C3/PLA2G4A	15
down	BP	GO:0007162	negative regulation of cell adhesion	52/1742	284/15715	0.183098591549296	1.65177632961951	3.91366221078973	0.000182474536549267	0.00245587695428565	0.00185831247492432	FZD4/PDE3B/MYOC/CORO2B/KLF4/DTX1/ANXA1/KANK1/ADIPOQ/NOTCH4/ITGB1BP1/DLC1/ANGPT1/CXCL12/STAT5A/RGCC/CDH13/VSIR/CX3CL1/PPM1F/DUSP1/PIK3R1/PPARA/C1QTNF1/ACVRL1/BCL6/FAM107A/PRNP/BMP2/JAM3/DACT2/BMP6/CCL28/CLEC4G/SEMA5A/ARHGAP6/PHLDB2/HOXA7/PELI1/CCL21/FGL2/FZD7/DMTN/VSIG4/PLA2G5/SEMA6A/CTSG/ADAMTS18/CR1/APOD/PLA2G2A/SCGB1A1	52
down	BP	GO:0001938	positive regulation of endothelial cell proliferation	22/1742	88/15715	0.25	2.25530998851894	4.16943429924176	0.000183372073728427	0.00246198098988894	0.00186293127534475	CAV2/FGF2/TEK/CXCL12/STAT5A/CDH13/PRKD1/NRP1/ACVRL1/FLT4/PROX1/FGF7/KDR/PPP1R16B/BMP6/EGR3/SEMA5A/F3/NR4A1/PRKCA/EGF/CCL24	22
down	BP	GO:0035633	maintenance of blood-brain barrier	13/1742	39/15715	0.333333333333333	3.00707998469192	4.4310023090064	0.000184287191019427	0.00246234331133186	0.00186320543666059	DMD/JAM2/PECAM1/CDH5/ANGPT1/ZEB2/CLDN5/ESAM/LAMC1/IL6/LAMA2/JAM3/PTGS2	13
down	BP	GO:0050433	regulation of catecholamine secretion	13/1742	39/15715	0.333333333333333	3.00707998469192	4.4310023090064	0.000184287191019427	0.00246234331133186	0.00186320543666059	OXTR/SNCA/CXCL12/PRKN/KCNA2/KCNB1/HTR2A/FFAR3/ADRA2A/SNCG/ADRA2B/DRD2/CNR1	13
down	BP	GO:0072006	nephron development	33/1742	156/15715	0.211538461538462	1.90833922105449	4.02570684381348	0.00018490431110339	0.00246465001218341	0.00186495087059239	CD34/KLF15/PECAM1/EDNRB/PKD2/AQP1/FGF1/ADIPOQ/FGF2/ANGPT1/TEK/EGR1/PDGFD/CFLAR/MEF2C/YAP1/ACTA2/KLHL3/BMP2/GPC3/PTCH1/TCF21/PDGFRA/LGR4/EDN1/WNT9B/OSR1/COL4A3/CITED1/IRX1/WNT11/POU3F3/AGTR2	33
down	BP	GO:0035994	response to muscle stretch	10/1742	25/15715	0.4	3.60849598163031	4.60862450556947	0.000185462788872001	0.00246616586161929	0.00186609788323563	GSN/DDR2/DMD/FOS/CAV3/EDN1/TTN/ANKRD23/ANKRD1/TCAP	10
down	BP	GO:0031650	regulation of heat generation	7/1742	13/15715	0.538461538461538	4.85759074450234	4.91284385187447	0.000190244343870467	0.00252369590134387	0.00190962970200876	EDNRB/ARRDC3/HTR2A/PTGER3/PTGS2/CNR1/TNFSF11	7
down	BP	GO:0019226	transmission of nerve impulse	19/1742	71/15715	0.267605633802817	2.41413463559774	4.21666064179604	0.000191501414116173	0.00253430869039184	0.00191766018506988	SCN4B/ATP1A2/S1PR1/SCN9A/NPR2/KCNA2/SCN11A/PENK/AVPR1A/CLDN19/NTRK2/JAM3/SCN2A/KCNA1/KCNMB2/KCNJ8/DMRT3/HCN1/CLCN1	19
