direction	ontology	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
up	BP	GO:0072074	kidney mesenchyme development	8/2405	17/15715	0.470588235294118	3.07496636908402	3.63852402947532	0.00197272092218247	0.045569853302415	0.0419047454838339	WT1/SIX4/SIX2/FOXD1/BASP1/STAT1/PAX2/SHH	8
up	BP	GO:0007605	sensory perception of sound	38/2405	156/15715	0.243589743589744	1.59168932245855	3.15701814440478	0.00199176873735087	0.0458265516263	0.0421407979867274	COL11A1/GJB2/BIRC5/EPYC/TMEM63B/CEMIP/TPRN/DIAPH3/COL1A1/NHERF1/CHRNA9/HPN/LHFPL5/CDKN2D/ESPN/SLC52A3/CCDC154/COL2A1/OTOR/UCN/MYO3B/SLITRK6/USH1G/KCNQ3/TBX1/CNTN5/SLC17A8/TMPRSS3/P2RX2/ASIC2/CRYM/POU4F3/CEACAM16/BSND/LHFPL4/OTOS/GJB6/COL11A2	38
up	BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	28/2405	106/15715	0.264150943396226	1.72604244302358	3.18815398153924	0.00213074185270487	0.0487932681073691	0.0448689063753342	PKMYT1/CDK1/PLK1/DTL/CDC25C/CENPF/CCNB1/AURKA/KIF14/AURKB/CLSPN/CDC6/ORC1/RCC2/BLM/CDC25A/CDC7/CHEK1/BARD1/TICRR/RAD21/CDC25B/BRCA1/IER3/CCND1/GPR132/BRSK1/HUS1B	28
up	BP	GO:0015804	neutral amino acid transport	17/2405	54/15715	0.314814814814815	2.05709555709556	3.30760218133677	0.00213760984089427	0.0487932681073691	0.0448689063753342	LLGL2/SLC7A5/MFSD12/SFXN1/SLC6A9/SLC7A11/SLC38A5/RGS4/SFXN2/SLC1A1/SLC7A13/SLC1A4/SLC7A8/SLC1A2/SLC1A6/SLC6A17/SLC6A15	17
up	BP	GO:0009913	epidermal cell differentiation	50/2405	220/15715	0.227272727272727	1.48506898506899	3.07985977885922	0.00219977921469253	0.0498393301138857	0.0458308353473781	EZH2/MACROH2A1/TPRN/ESRP1/CASP14/EVPL/DNASE1L2/S100A7/NHERF1/TMEM79/SLC44A4/LHFPL5/IL20/ZBED2/SCRIB/CYP27B1/LIPM/OVOL1/CDSN/ST14/KRT75/PLAAT4/UGCG/SLITRK6/TGM3/CNFN/TMEM132E/KRT2/DLX3/IVL/MYCN/KRT3/KRT86/KRT10/KRT81/TCHH/KRT73/KRT1/KRT78/ABCA12/POU4F3/KRT85/KRT72/FOXI3/KRT16/KRT83/LORICRIN/KRT6A/KRT79/SPRR1B	50
up	BP	GO:0046661	male sex differentiation	39/2405	162/15715	0.240740740740741	1.57307307307307	3.11653717087368	0.00220069769334041	0.0498393301138857	0.0458308353473781	INHBA/ASPM/KIF18A/BRIP1/FKBP4/WT1/BAX/SDC1/SIX4/SCX/TEX19/AMH/BIK/HMGB2/MMP14/GATA3/NUDT1/TFPT/SRD5A2/RARA/GATA4/INHA/SYCP2/DNAAF11/LHX9/ESR1/ZFP42/DMRT1/TEX11/REC8/SHH/GREB1L/GFRA1/HOXA11/HOXD13/ADAM18/ADAM2/NR5A1/NHLH2	39
down	BP	GO:0003012	muscle system process	142/1742	429/15715	0.331002331002331	2.98605145333044	14.7263403800895	2.70688091135858e-35	1.50096546534833e-31	1.1357502434395e-31	CAV1/KCNIP2/GSN/ACACB/PPP1R12B/PPARG/MYH1/FXYD1/NMUR1/LMOD1/ADRA1A/OXTR/FOXO1/SCN4A/MYOC/KLF15/ADRB2/LEP/SPX/CNN1/MYH11/DMD/ABCC9/TNNT1/CASQ2/SCN4B/ATP1A2/CKMT2/ANK2/MYLK/EDNRB/TMOD1/RYR3/SCN9A/UTRN/KCNE1/SYNM/KIT/AKAP6/CFLAR/SSPN/TRDN/CACNA2D1/MYOM2/SCN11A/SCN3A/MYLK2/CAV3/SCN2B/PI16/IGF1/MYOCD/TNNT3/PRKD1/TACR1/PPARA/ACTA2/CRYAB/SCN5A/CLIC2/BIN1/HTR2A/SCN3B/ATP2B4/MYL9/RGS2/ATP2A1/NR4A3/DES/KCNJ2/P2RX6/TMOD2/NR4A1/MYH3/MYOZ2/SCN2A/MYH2/STAC3/COL14A1/PLN/KCNA1/ADRA2A/ARHGAP42/MAP2K6/EDN1/KCNJ8/HRC/TTN/SGCA/SCN7A/FBXO32/PRKCA/NOS1/MYH7B/CTNNA3/MYL3/PTGER3/ADRA2B/MYBPH/KCNIP1/HAND2/TNNI3K/MSTN/SORBS2/ACTN3/MYOG/EDN3/MYH6/TPM2/SLC8A3/PTGS2/CACNA1G/DRD2/STAC2/CLCN1/SLN/ACTA1/PROK2/KCNJ12/MYL2/MYL11/TNNC2/TCAP/MYH13/ANKRD2/CHRNG/MYOT/MLIP/LMOD3/RYR1/MYH7/PRKAG3/TRIM63/SMPX/CHRND/CASQ1/ASB2/TNNC1/MYH8/MYOD1/LMOD2/KLHL41	142
down	BP	GO:0006936	muscle contraction	117/1742	341/15715	0.343108504398827	3.09526414846588	13.8116369260481	8.13318839334385e-31	2.25492648205458e-27	1.70625731241414e-27	CAV1/KCNIP2/GSN/PPP1R12B/MYH1/FXYD1/NMUR1/LMOD1/ADRA1A/OXTR/SCN4A/ADRB2/SPX/CNN1/MYH11/DMD/ABCC9/TNNT1/CASQ2/SCN4B/ATP1A2/CKMT2/ANK2/MYLK/EDNRB/TMOD1/RYR3/SCN9A/UTRN/KCNE1/SYNM/KIT/SSPN/TRDN/CACNA2D1/MYOM2/SCN11A/SCN3A/MYLK2/CAV3/SCN2B/MYOCD/TNNT3/PRKD1/TACR1/ACTA2/CRYAB/SCN5A/CLIC2/BIN1/HTR2A/SCN3B/ATP2B4/MYL9/RGS2/ATP2A1/DES/KCNJ2/P2RX6/TMOD2/NR4A1/MYH3/SCN2A/MYH2/STAC3/PLN/KCNA1/ADRA2A/ARHGAP42/MAP2K6/EDN1/KCNJ8/HRC/TTN/SGCA/SCN7A/NOS1/MYH7B/CTNNA3/MYL3/PTGER3/ADRA2B/MYBPH/KCNIP1/TNNI3K/ACTN3/EDN3/MYH6/TPM2/SLC8A3/PTGS2/CACNA1G/DRD2/STAC2/CLCN1/ACTA1/PROK2/KCNJ12/MYL2/MYL11/TNNC2/TCAP/MYH13/ANKRD2/CHRNG/MYOT/LMOD3/RYR1/MYH7/TRIM63/SMPX/CHRND/CASQ1/TNNC1/MYH8/LMOD2/KLHL41	117
down	BP	GO:0030239	myofibril assembly	44/1742	73/15715	0.602739726027397	5.43745969834704	13.4175224697171	4.22029912495505e-24	7.80051954929192e-21	5.90249554809503e-21	MYOM1/CFL2/LMOD1/MYH11/TNNT1/TMOD1/PGM5/CFLAR/CSRP1/MYOM2/LDB3/CAV3/TNNT3/PRKD1/PROX1/MYL9/FHOD3/TMOD2/FLNC/MYH3/PDGFRA/MYOZ2/CAPN3/MYOM3/ACTN2/EDN1/TTN/MYBPH/ANKRD23/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/NRAP/ACTC1/LMOD3/CASQ1/MYBPC2/MYBPC1/MYPN/LMOD2/KLHL41	44
down	BP	GO:0055001	muscle cell development	74/1742	189/15715	0.391534391534392	3.5321256963048	12.3654234126412	7.20461568104124e-24	9.98739848784342e-21	7.55726265911326e-21	MYOM1/CFL2/CAV2/ALPK3/LMOD1/ADRA1A/MYH11/DMD/TNNT1/ANK2/TMOD1/PGM5/AKAP6/CFLAR/CSRP1/MYOM2/LDB3/CAV3/PI16/IGF1/TNNT3/PRKD1/PPARA/SGCB/BIN1/PROX1/MYL9/RCAN1/RGS2/FHOD3/TMOD2/SYPL2/FLNC/MYH3/PDGFRA/MYOZ2/CAPN3/STAC3/COL14A1/MYOM3/ACTN2/TBX18/EDN1/TTN/POPDC1/ADM/SGCZ/MYBPH/MYO18B/ANKRD23/WNT10B/SORBS2/ACTN3/MYOG/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/WFIKKN2/NRAP/ACTC1/KLHL40/LMOD3/RYR1/CASQ1/MYBPC2/MYBPC1/ASB2/MYPN/MYOD1/LMOD2/KLHL41	74
down	BP	GO:0055002	striated muscle cell development	67/1742	161/15715	0.416149068322981	3.75418060200669	12.4024340428446	1.67591804585009e-23	1.85859311284776e-20	1.40635985910705e-20	MYOM1/CFL2/CAV2/ALPK3/LMOD1/ADRA1A/MYH11/TNNT1/TMOD1/PGM5/AKAP6/CFLAR/CSRP1/MYOM2/LDB3/CAV3/PI16/IGF1/TNNT3/PRKD1/PPARA/SGCB/PROX1/MYL9/RCAN1/RGS2/FHOD3/TMOD2/FLNC/MYH3/PDGFRA/MYOZ2/CAPN3/STAC3/COL14A1/MYOM3/ACTN2/TBX18/EDN1/TTN/POPDC1/MYBPH/MYO18B/ANKRD23/WNT10B/SORBS2/ACTN3/MYOG/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/NRAP/ACTC1/KLHL40/LMOD3/RYR1/CASQ1/MYBPC2/MYBPC1/ASB2/MYPN/MYOD1/LMOD2/KLHL41	67
down	BP	GO:0042692	muscle cell differentiation	110/1742	391/15715	0.281329923273657	2.53794474411339	10.8734073801718	4.54512066607696e-21	4.20044901556613e-18	3.17839490789171e-18	MYOM1/CFL2/CAV2/ADAMTS5/ALPK3/LMOD1/ADRA1A/EHD2/MYMX/MYH11/DMD/TNNT1/ANK2/EDNRB/TMOD1/NOTCH4/CAMK1/PGM5/KIT/AKAP6/QKI/CFLAR/PLPP7/CSRP1/MYOM2/SMYD1/SYNE1/MEF2C/FBXO40/LDB3/FOXO4/CAV3/PI16/IGF1/CYP26B1/MYOCD/AVPR1A/RBPMS2/TNNT3/PRKD1/PPARA/SGCB/LAMC1/BIN1/LAMA2/PROX1/BMP2/MYL9/RCAN1/RGS2/FHOD3/TMOD2/ADGRB3/SYPL2/FLNC/MYH3/PDGFRA/MYOZ2/NRG1/ZEB1/CCN3/CAPN3/STAC3/COL14A1/FZD7/MYOM3/ACTN2/BHLHE41/TBX18/EDN1/KCNJ8/TTN/MSX1/POPDC1/RARB/ADM/NOS1/SGCZ/MYBPH/MYO18B/ANKRD23/LAMA1/WNT10B/SORBS2/ACTN3/MYOG/MYH6/OBSCN/ERVW-1/ANKRD1/ACTA1/MYL2/SCGB3A1/TCAP/SPEG/WFIKKN2/NRAP/ACTC1/KLHL40/LMOD3/RYR1/CASQ1/MYBPC2/MYBPC1/RPL3L/ASB2/MYPN/MYOD1/LMOD2/KLHL41	110
down	BP	GO:0051146	striated muscle cell differentiation	90/1742	288/15715	0.3125	2.81913748564868	11.0012908715251	9.24381030582125e-21	7.32241830653983e-18	5.54072599684263e-18	MYOM1/CFL2/CAV2/ADAMTS5/ALPK3/LMOD1/ADRA1A/EHD2/MYMX/MYH11/TNNT1/TMOD1/PGM5/AKAP6/CFLAR/PLPP7/CSRP1/MYOM2/SMYD1/SYNE1/MEF2C/LDB3/CAV3/PI16/IGF1/CYP26B1/MYOCD/AVPR1A/TNNT3/PRKD1/PPARA/SGCB/PROX1/BMP2/MYL9/RCAN1/RGS2/FHOD3/TMOD2/ADGRB3/FLNC/MYH3/PDGFRA/MYOZ2/NRG1/CCN3/CAPN3/STAC3/COL14A1/FZD7/MYOM3/ACTN2/BHLHE41/TBX18/EDN1/KCNJ8/TTN/MSX1/POPDC1/RARB/NOS1/MYBPH/MYO18B/ANKRD23/WNT10B/SORBS2/ACTN3/MYOG/MYH6/OBSCN/ERVW-1/ANKRD1/ACTA1/MYL2/SCGB3A1/TCAP/NRAP/ACTC1/KLHL40/LMOD3/RYR1/CASQ1/MYBPC2/MYBPC1/RPL3L/ASB2/MYPN/MYOD1/LMOD2/KLHL41	90
down	BP	GO:0031032	actomyosin structure organization	73/1742	208/15715	0.350961538461538	3.16610825311313	11.1037724022142	2.73885755577494e-20	1.85593532200149e-17	1.40434876246935e-17	MYOM1/SORBS1/CFL2/LMOD1/FERMT2/MYOC/SYNPO/CORO2B/CNN1/MYH11/TNNT1/ARHGEF15/S1PR1/TMOD1/ITGB1BP1/DLC1/EPB41L2/PGM5/ZEB2/CFLAR/RGCC/CSRP1/MYOM2/PPM1F/RAPGEF3/LDB3/CAV3/ARHGEF10/PIK3R1/TNNT3/PRKD1/TACR1/NRP1/PTGER4/PROX1/MYL9/FHOD3/ARHGAP6/EPB41L4B/TMOD2/FLNC/PHLDB2/MYH3/PDGFRA/MET/MYOZ2/TMEFF2/CAPN3/SFRP1/LIMCH1/MYOM3/ACTN2/EDN1/TTN/FRMD3/MYBPH/MYO18B/ANKRD23/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/NRAP/ACTC1/LMOD3/CASQ1/MYBPC2/MYBPC1/MYPN/LMOD2/KLHL41	73
down	BP	GO:0007517	muscle organ development	102/1742	356/15715	0.286516853932584	2.58473729021272	10.6788239384275	3.01233866510611e-20	1.85593532200149e-17	1.40434876246935e-17	MYOM1/FHL1/CAV1/CFL2/CAV2/ITGA7/MYMX/DMD/ABCC9/MYLK/S1PR1/ARID5B/EGR1/MEOX2/HLF/UTRN/KY/CFLAR/MYOM2/SMYD1/POU6F1/MEF2C/EGR2/TGFBR3/SCN11A/FOS/MYLK2/FOXO4/CAV3/IGF1/CYP26B1/MYOCD/JPH2/MAFF/CRYAB/MUSTN1/SGCB/ATF3/LAMA2/PROX1/EPHB1/BMP2/RCAN1/EGR3/FOXN2/DES/NR4A1/CNTFR/TCF21/MYH3/MYOZ2/NRG1/ALX4/ZFPM2/TAGLN/CAPN3/STAC3/HBEGF/SGCG/SVIL/ETV1/TCF15/TTN/SGCE/MSX1/SGCA/POPDC1/MYL3/TWIST1/CAVIN4/MSTN/WNT10B/USP2/ACTN3/MYOG/YBX3/NEGR1/MYH6/ANKRD1/SMTNL1/PAX3/UNC45B/ACTA1/MYL2/MYL11/TCAP/SPEG/VGLL2/ANKRD2/DPF3/ACTC1/KLHL40/LMOD3/RYR1/MYH7/CHRND/CASQ1/RPL3L/ASB2/TNNC1/MYOD1/KLHL41	102
down	BP	GO:0010927	cellular component assembly involved in morphogenesis	52/1742	130/15715	0.4	3.60849598163031	10.5446231940092	1.2196536337996e-17	6.14816309038072e-15	4.65219079839734e-15	MYOM1/CFL2/LMOD1/MYH11/TNNT1/ANK2/TMOD1/PHLDB1/PGM5/CFLAR/CSRP1/MYOM2/LDB3/CAV3/TNNT3/PRKD1/PROX1/MYL9/RFX2/FHOD3/TMOD2/CCDC136/FLNC/PHLDB2/MYH3/PDGFRA/MYOZ2/CAPN3/MYOM3/PLN/ACTN2/EDN1/TTN/TPPP/CCDC38/MYBPH/ANKRD23/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/NRAP/ACTC1/LMOD3/CASQ1/MYBPC2/MYBPC1/MYPN/LMOD2/KLHL41	52
down	BP	GO:0032989	cellular anatomical entity morphogenesis	52/1742	130/15715	0.4	3.60849598163031	10.5446231940092	1.2196536337996e-17	6.14816309038072e-15	4.65219079839734e-15	MYOM1/CFL2/LMOD1/MYH11/TNNT1/ANK2/TMOD1/PHLDB1/PGM5/CFLAR/CSRP1/MYOM2/LDB3/CAV3/TNNT3/PRKD1/PROX1/MYL9/RFX2/FHOD3/TMOD2/CCDC136/FLNC/PHLDB2/MYH3/PDGFRA/MYOZ2/CAPN3/MYOM3/PLN/ACTN2/EDN1/TTN/TPPP/CCDC38/MYBPH/ANKRD23/MYH6/OBSCN/ANKRD1/ACTA1/MYL2/TCAP/NRAP/ACTC1/LMOD3/CASQ1/MYBPC2/MYBPC1/MYPN/LMOD2/KLHL41	52
down	BP	GO:0060537	muscle tissue development	107/1742	418/15715	0.255980861244019	2.30926477293327	9.57932947207583	3.06273346270817e-17	1.41523808755973e-14	1.07088206862761e-14	MYOM1/CAV1/CFL2/CAV2/ALPK3/ADRA1A/RBP4/MYH11/DMD/ABCC9/MYLK/S1PR1/PKD2/FGF2/ALDH1A2/EGR1/MEOX2/HLF/PGM5/AKAP6/NPR2/CFLAR/CSRP1/MYOM2/SMYD1/SYNE1/MEF2C/EGR2/TGFBR3/FOS/MYLK2/CAV3/YAP1/PI16/IGF1/CYP26B1/MYOCD/JPH2/PPARA/MAFF/TIPARP/SCN5A/SGCB/ATF3/PROX1/EPHB1/BMP2/RCAN1/RGS2/FOXN2/PTCH1/FHOD3/NR4A1/TCF21/PDGFRA/MYOZ2/NRG1/ZFPM2/ADAMTS9/STAC3/COL14A1/FZD7/PLN/SGCG/ACTN2/SVIL/TBX18/EDN1/OSR1/KCNJ8/TTN/MSX1/POPDC1/RARB/MYL3/SGCZ/TWIST1/MYO18B/MSTN/WNT10B/SORBS2/ACTN3/MYOG/YBX3/MYH6/CACNA1G/ANKRD1/BMP5/ACTA1/MYL2/MYL11/TCAP/VGLL2/NRAP/MYL7/ACTC1/KLHL40/LMOD3/RYR1/MYH7/CHRND/CASQ1/RPL3L/ASB2/TNNC1/MYOD1/KLHL41	107
down	BP	GO:0045214	sarcomere organization	30/1742	49/15715	0.612244897959184	5.52320813514843	11.1966517713409	3.97884832638251e-17	1.69713184383008e-14	1.28418537886321e-14	MYOM1/CFL2/TNNT1/CSRP1/MYOM2/LDB3/CAV3/TNNT3/PRKD1/PROX1/FHOD3/FLNC/MYH3/MYOZ2/CAPN3/MYOM3/ACTN2/EDN1/TTN/MYBPH/ANKRD23/MYH6/OBSCN/ANKRD1/TCAP/CASQ1/MYBPC2/MYBPC1/MYPN/LMOD2	30
down	BP	GO:0006941	striated muscle contraction	63/1742	184/15715	0.342391304347826	3.08879411471073	10.062999637283	4.43509565745482e-17	1.75661467289907e-14	1.32919483388082e-14	CAV1/GSN/ADRA1A/SCN4A/DMD/ABCC9/TNNT1/CASQ2/SCN4B/ATP1A2/ANK2/RYR3/SCN9A/KCNE1/SYNM/CACNA2D1/SCN11A/SCN3A/MYLK2/CAV3/SCN2B/TNNT3/PRKD1/SCN5A/CLIC2/BIN1/SCN3B/RGS2/ATP2A1/KCNJ2/NR4A1/MYH3/SCN2A/STAC3/PLN/MAP2K6/KCNJ8/HRC/TTN/SCN7A/NOS1/MYH7B/CTNNA3/MYL3/MYBPH/TNNI3K/ACTN3/MYH6/SLC8A3/CACNA1G/STAC2/MYL2/TNNC2/TCAP/LMOD3/RYR1/MYH7/SMPX/CHRND/CASQ1/TNNC1/MYH8/KLHL41	63
down	BP	GO:0060047	heart contraction	73/1742	240/15715	0.304166666666667	2.74396048603138	9.61279216902147	2.30761162493027e-16	8.53047097349224e-14	6.45483504348917e-14	CAV1/HSPB7/KCNIP2/GSN/FXYD1/ADRA1A/EPAS1/SCN4A/SPX/DMD/ABCC9/CASQ2/SCN4B/ATP1A2/ANK2/EDNRB/SCN9A/CELF2/KCNE1/TRDN/CACNA2D1/SCN11A/SCN3A/MYLK2/CAV3/SCN2B/AVPR1A/THRB/SCN5A/TRPC1/CLIC2/BIN1/SCN3B/ATP2B4/RGS2/ATP2A1/ATP1B2/DES/KCNJ2/SCN2A/HBEGF/PLN/SGCG/MAP2K6/TBX18/EDN1/KCNJ8/HRC/TTN/SCN7A/POPDC1/ADM/NOS1/MYH7B/CTNNA3/MYL3/SGCZ/KCNIP1/TNNI3K/EDN3/MYH6/SLC8A3/CACNA1G/DRD2/ADRB1/KCNJ12/MYL2/TCAP/MYL7/ACTC1/MYH7/AGTR2/TNNC1	73
down	BP	GO:0090257	regulation of muscle system process	70/1742	226/15715	0.309734513274336	2.79418936630666	9.59253579139258	3.3546654305758e-16	1.16260123828393e-13	8.7971686883389e-14	CAV1/ACACB/PPP1R12B/PPARG/ADRA1A/OXTR/FOXO1/SCN4A/ADRB2/SPX/CNN1/DMD/TNNT1/CASQ2/ATP1A2/ANK2/KIT/AKAP6/MYLK2/CAV3/PI16/IGF1/MYOCD/TNNT3/PRKD1/TACR1/PPARA/SCN5A/CLIC2/BIN1/ATP2B4/MYL9/RGS2/ATP2A1/NR4A3/KCNJ2/NR4A1/PLN/KCNA1/ADRA2A/ARHGAP42/EDN1/HRC/SGCA/FBXO32/PRKCA/NOS1/MYH7B/CTNNA3/MYL3/ADRA2B/MYBPH/HAND2/TNNI3K/MSTN/ACTN3/MYOG/EDN3/SLC8A3/PTGS2/SLN/PROK2/MYL2/TNNC2/MLIP/MYH7/PRKAG3/TRIM63/CASQ1/TNNC1	70
down	BP	GO:0003015	heart process	74/1742	249/15715	0.29718875502008	2.68101107068919	9.44069276759353	5.81212842944413e-16	1.89577953772163e-13	1.4344980755272e-13	CAV1/HSPB7/KCNIP2/GSN/FXYD1/ADRA1A/EPAS1/SCN4A/SPX/DMD/ABCC9/CASQ2/SCN4B/ATP1A2/ANK2/EDNRB/SCN9A/CELF2/KCNE1/TRDN/CACNA2D1/SCN11A/SCN3A/MYLK2/CAV3/YAP1/SCN2B/AVPR1A/THRB/SCN5A/TRPC1/CLIC2/BIN1/SCN3B/ATP2B4/RGS2/ATP2A1/ATP1B2/DES/KCNJ2/SCN2A/HBEGF/PLN/SGCG/MAP2K6/TBX18/EDN1/KCNJ8/HRC/TTN/SCN7A/POPDC1/ADM/NOS1/MYH7B/CTNNA3/MYL3/SGCZ/KCNIP1/TNNI3K/EDN3/MYH6/SLC8A3/CACNA1G/DRD2/ADRB1/KCNJ12/MYL2/TCAP/MYL7/ACTC1/MYH7/AGTR2/TNNC1	74
down	BP	GO:0014706	striated muscle tissue development	100/1742	397/15715	0.251889168765743	2.27235263326846	9.06617993046158	1.09076538655981e-15	3.36016337137453e-13	2.54256773732597e-13	MYOM1/CAV1/CFL2/CAV2/ALPK3/ADRA1A/RBP4/MYH11/DMD/ABCC9/S1PR1/FGF2/ALDH1A2/EGR1/MEOX2/HLF/PGM5/AKAP6/CFLAR/MYOM2/SMYD1/SYNE1/MEF2C/EGR2/TGFBR3/FOS/MYLK2/CAV3/YAP1/PI16/IGF1/CYP26B1/MYOCD/JPH2/PPARA/MAFF/SCN5A/SGCB/ATF3/PROX1/EPHB1/BMP2/RCAN1/RGS2/FOXN2/FHOD3/NR4A1/TCF21/PDGFRA/MYOZ2/NRG1/ZFPM2/ADAMTS9/STAC3/COL14A1/FZD7/PLN/SGCG/ACTN2/SVIL/TBX18/EDN1/KCNJ8/TTN/MSX1/POPDC1/RARB/MYL3/SGCZ/TWIST1/MYO18B/MSTN/WNT10B/SORBS2/ACTN3/MYOG/YBX3/MYH6/CACNA1G/ANKRD1/BMP5/ACTA1/MYL2/MYL11/TCAP/VGLL2/NRAP/MYL7/ACTC1/KLHL40/LMOD3/RYR1/MYH7/CHRND/CASQ1/RPL3L/ASB2/TNNC1/MYOD1/KLHL41	100
down	BP	GO:1903522	regulation of blood circulation	73/1742	251/15715	0.290836653386454	2.62370723763957	9.15601060415947	3.24170510880056e-15	9.46066043594689e-13	7.15869061699669e-13	CAV1/HSPB7/KCNIP2/SVEP1/FXYD1/ADRA1A/EPAS1/OXTR/LEP/SPX/DMD/ABCC9/CASQ2/SCN4B/ATP1A2/ANK2/EDNRB/CELF2/KCNE1/AVPR2/PER2/TRDN/CACNA2D1/CAV3/SCN2B/AVPR1A/TACR1/THRB/SCN5A/TRPC1/CLIC2/ADD3/BIN1/HTR2A/SCN3B/ATP2B4/RGS2/ATP2A1/ATP1B2/DES/KCNJ2/ITGA9/HBEGF/PLN/ADRA2A/ARHGAP42/TBX18/EDN1/EGFR/KCNMB2/KCNJ8/HRC/POPDC1/ADM/NOS1/MYH7B/CTNNA3/MYL3/ADRA2B/KCNIP1/TNNI3K/EDN3/MYH6/SLC8A3/PTGS2/CACNA1G/DRD2/SMTNL1/ADRB1/KCNJ12/MYL2/MYH7/AGTR2	73
down	BP	GO:0032970	regulation of actin filament-based process	94/1742	379/15715	0.24802110817942	2.23745793056233	8.61026699292434	2.24026777582224e-14	6.21114240846715e-12	4.69984597601444e-12	CAV1/SPTBN1/GSN/CFL2/RHOQ/LMOD1/FERMT2/MYOC/SYNPO/CORO2B/ATP1A2/KANK1/ARHGEF15/ANK2/S1PR1/TMOD1/SYNPO2/ITGB1BP1/DLC1/WASF3/CXCL12/DIXDC1/DAAM2/PRKN/ZEB2/RGCC/KANK3/CYRIA/KANK2/LRP1/PAK3/SHANK3/CX3CL1/ARAP3/PPM1F/RAPGEF3/MYLK2/FER/CAV3/CDC42EP2/ARHGEF10/ESAM/PIK3R1/PRKD1/TACR1/ACTA2/NRP1/PLEKHH2/SCN5A/PTGER4/FAM107A/BST1/ADD3/BIN1/PDGFA/PROX1/EPS8/JAM3/SLIT2/ATP2A1/KIRREL1/SPTB/NEDD9/GPM6B/SEMA5A/RND3/ARHGAP6/KCNJ2/TMOD2/PHLDB2/PDGFRA/MET/TMEFF2/CSF3/SFRP1/CCL21/SPTA1/LIMCH1/CAPZA3/PLN/DMTN/ACTN2/SVIL/TENM1/EDN1/MYH7B/CTNNA3/ANKRD23/CCL24/EPHA5/LMOD3/ASB2/TNNC1/LMOD2	94
down	BP	GO:0070252	actin-mediated cell contraction	42/1742	112/15715	0.375	3.38296498277842	8.93604275088121	2.25169666618756e-13	5.94555143524287e-11	4.49887865234267e-11	CAV1/GSN/SCN4A/ABCC9/SCN4B/ATP1A2/ANK2/SCN9A/KCNE1/PARVA/ZEB2/QKI/CACNA2D1/EPDR1/SCN11A/SCN3A/MYLK2/CAV3/SCN2B/ACTA2/SCN5A/BIN1/SCN3B/ATP2A1/KCNJ2/MYH3/SCN2A/MYH2/LIMCH1/PLN/KCNJ8/SCN7A/NOS1/MYH7B/CTNNA3/MYH6/CACNA1G/MYL11/ACTC1/MYH7/TNNC1/MYH8	42
down	BP	GO:0003018	vascular process in circulatory system	72/1742	266/15715	0.270676691729323	2.44183938606562	8.37394562842121	2.72364378931406e-13	6.86482036897565e-11	5.19447088239513e-11	CAV1/NPR1/SLC2A4/PDE2A/SLC16A7/HBB/LEPR/SVEP1/ADRA1A/FERMT2/OXTR/AKAP12/ADRB2/CD36/LEP/ABCC9/ATP1A2/EDNRB/CDH5/ITGB1BP1/ANGPT1/TEK/SLC29A4/KAT2B/AVPR2/ZEB2/SLCO1C1/CLDN5/KCNMB1/PER2/SLC22A3/LRP1/ABCB1/ITGA1/AVPR1A/TACR1/SOD3/ACTA2/CXCR2/UTS2B/ADD3/HTR2A/ATP2B4/VSTM4/RGS2/SLIT2/KLF2/BMP6/SLC1A3/ADRB3/ATP1B2/SLC7A3/ABCG2/ITGA9/SLC16A12/C2CD4B/ADRA2A/ARHGAP42/EDN1/EGFR/KCNMB2/KCNJ8/ADM/NOS1/ADRA2B/EDN3/CPS1/PTGS2/SMTNL1/ADRB1/SLC4A4/AGTR2	72
down	BP	GO:0001659	temperature homeostasis	55/1742	178/15715	0.308988764044944	2.78746178356274	8.4680966025952	5.67208510627904e-13	1.3674657354051e-10	1.0347336949029e-10	CAV1/LEPR/ADAMTS5/ACSL1/EPAS1/OXTR/FOXO1/G0S2/ADRB2/CD36/LEP/HADH/FABP4/ALDH1A1/EBF2/EDNRB/ADIPOQ/FFAR4/EGR1/CIDEA/ARRDC3/NOVA2/QKI/PER2/LAMA4/TLR4/ABHD6/HTR2A/ACADL/ADRB3/PEMT/PRDM16/NPR3/PLCL2/ZNF423/ELOVL3/PPARGC1B/LPIN1/MAP2K6/LGR4/SCD/ID1/PTGER3/TSHR/WNT10B/ALPL/ACTN3/PTGS2/DRD2/PPARGC1A/SLN/IL13/ADRB1/CNR1/TNFSF11	55
