gene_id	module
ENSG00000185156.5	grey
ENSG00000065320.8	grey
ENSG00000007237.18	blue
ENSG00000188803.14	blue
ENSG00000006740.16	grey
ENSG00000109099.13	blue
ENSG00000166582.9	grey
ENSG00000181350.11	salmon
ENSG00000266302.6	grey
ENSG00000108551.4	purple
ENSG00000072310.16	turquoise
ENSG00000175662.17	turquoise
ENSG00000171962.17	turquoise
ENSG00000166482.11	black
ENSG00000072210.18	grey
ENSG00000108602.17	grey
ENSG00000128487.16	blue
ENSG00000168961.16	brown
ENSG00000109084.13	turquoise
ENSG00000004139.13	turquoise
ENSG00000076351.12	turquoise
ENSG00000007216.14	grey
ENSG00000109107.13	turquoise
ENSG00000076382.16	turquoise
ENSG00000007202.14	salmon
ENSG00000109113.18	salmon
ENSG00000160606.10	salmon
ENSG00000076604.14	salmon
ENSG00000167536.13	salmon
ENSG00000063015.19	greenyellow
ENSG00000160551.11	salmon
ENSG00000198720.12	turquoise
ENSG00000167549.18	grey
ENSG00000108576.9	turquoise
ENSG00000108578.14	grey
ENSG00000108582.11	turquoise
ENSG00000185862.6	brown
ENSG00000265118.5	brown
ENSG00000126860.11	brown
ENSG00000196712.17	salmon
ENSG00000131242.17	blue
ENSG00000141314.12	grey
ENSG00000006042.11	pink
ENSG00000108691.9	brown
ENSG00000108700.4	cyan
ENSG00000166750.9	brown
ENSG00000172716.16	brown
ENSG00000154760.13	brown
ENSG00000006125.17	turquoise
ENSG00000270885.1	turquoise
ENSG00000271503.5	brown
ENSG00000276409.4	black
ENSG00000275688.4	black
ENSG00000275385.1	brown
ENSG00000277632.1	brown
ENSG00000275302.1	brown
ENSG00000278540.4	brown
ENSG00000274211.4	salmon
ENSG00000275832.4	magenta
ENSG00000277363.4	brown
ENSG00000273604.1	turquoise
ENSG00000275023.4	grey
ENSG00000277972.1	red
ENSG00000277258.4	red
ENSG00000277791.4	salmon
ENSG00000125691.12	salmon
ENSG00000002834.17	turquoise
ENSG00000161381.13	blue
ENSG00000108298.9	salmon
ENSG00000141750.6	turquoise
ENSG00000108306.11	salmon
ENSG00000125686.11	salmon
ENSG00000167258.13	salmon
ENSG00000131771.13	turquoise
ENSG00000131748.15	grey
ENSG00000141744.3	grey
ENSG00000161395.13	grey
ENSG00000141736.13	grey
ENSG00000141741.11	grey
ENSG00000141738.13	grey
ENSG00000161405.16	brown
ENSG00000073605.18	grey
ENSG00000172057.9	grey
ENSG00000108344.14	grey
ENSG00000008838.19	grey
ENSG00000126351.12	grey
ENSG00000126368.5	grey
ENSG00000188895.11	salmon
ENSG00000108349.16	salmon
ENSG00000108352.11	grey
ENSG00000171475.13	salmon
ENSG00000094804.9	turquoise
ENSG00000131759.17	turquoise
ENSG00000131747.14	turquoise
ENSG00000141753.6	turquoise
ENSG00000131746.12	grey
ENSG00000126353.3	brown
ENSG00000186395.7	salmon
ENSG00000108244.16	turquoise
ENSG00000171401.14	grey
ENSG00000171346.15	turquoise
ENSG00000171345.13	red
ENSG00000186847.5	turquoise
ENSG00000186832.8	turquoise
ENSG00000128422.15	turquoise
ENSG00000141756.18	pink
ENSG00000108771.12	cyan
ENSG00000167925.15	red
ENSG00000126561.16	brown
ENSG00000177469.12	pink
ENSG00000068137.14	red
ENSG00000131477.10	turquoise
ENSG00000126562.16	turquoise
ENSG00000183978.7	red
ENSG00000131471.6	purple
ENSG00000068079.7	cyan
ENSG00000108830.9	brown
ENSG00000012048.20	turquoise
ENSG00000175832.12	turquoise
ENSG00000005102.12	black
ENSG00000161649.12	purple
ENSG00000108852.14	turquoise
ENSG00000161653.10	red
ENSG00000091947.9	red
ENSG00000141349.8	red
ENSG00000108309.13	greenyellow
ENSG00000186185.13	turquoise
ENSG00000161714.11	pink
ENSG00000184922.13	brown
ENSG00000120088.14	turquoise
ENSG00000186868.15	turquoise
ENSG00000108379.9	brown
ENSG00000259207.7	blue
ENSG00000141294.9	turquoise
ENSG00000141295.13	red
ENSG00000189120.4	grey
ENSG00000108439.9	turquoise
ENSG00000167183.2	turquoise
ENSG00000005243.9	pink
ENSG00000141293.15	turquoise
ENSG00000173917.10	turquoise
ENSG00000182742.5	turquoise
ENSG00000120075.5	grey
ENSG00000120093.11	turquoise
ENSG00000108511.9	grey
ENSG00000170689.9	grey
ENSG00000260027.4	grey
ENSG00000159184.7	turquoise
ENSG00000159199.13	salmon
ENSG00000167080.8	grey
ENSG00000198740.8	turquoise
ENSG00000167085.11	salmon
ENSG00000064300.8	black
ENSG00000182575.7	turquoise
ENSG00000064195.7	grey
ENSG00000005884.17	turquoise
ENSG00000005882.11	turquoise
ENSG00000108821.13	blue
ENSG00000154920.14	turquoise
ENSG00000108829.9	turquoise
ENSG00000136457.9	turquoise
ENSG00000167107.12	turquoise
ENSG00000049283.17	turquoise
ENSG00000006282.20	turquoise
ENSG00000108846.15	grey
ENSG00000141232.4	turquoise
ENSG00000239672.7	salmon
ENSG00000011052.21	salmon
ENSG00000243678.11	salmon
ENSG00000141198.14	turquoise
ENSG00000108924.13	black
ENSG00000166292.11	purple
ENSG00000153933.9	pink
ENSG00000121064.12	turquoise
ENSG00000153944.10	turquoise
ENSG00000180891.12	red
ENSG00000005379.15	red
ENSG00000108375.12	turquoise
ENSG00000121101.15	grey
ENSG00000175175.5	pink
ENSG00000182628.12	turquoise
ENSG00000068489.12	turquoise
ENSG00000175155.8	turquoise
ENSG00000141367.11	salmon
ENSG00000062716.12	grey
ENSG00000170832.12	salmon
ENSG00000062725.9	salmon
ENSG00000136492.8	turquoise
ENSG00000108510.9	salmon
ENSG00000011028.13	pink
ENSG00000170921.15	salmon
ENSG00000008283.15	turquoise
ENSG00000159640.15	grey
ENSG00000264813.6	grey
ENSG00000136490.8	brown
ENSG00000007312.12	brown
ENSG00000261371.5	black
ENSG00000168646.12	turquoise
ENSG00000154229.11	turquoise
ENSG00000075461.5	turquoise
ENSG00000108878.4	turquoise
ENSG00000171634.16	salmon
ENSG00000186665.9	turquoise
ENSG00000182481.8	turquoise
ENSG00000108932.11	turquoise
ENSG00000141337.12	turquoise
ENSG00000108950.11	brown
ENSG00000141338.13	black
ENSG00000154258.16	black
ENSG00000154262.12	black
ENSG00000154265.15	grey
ENSG00000125398.5	turquoise
ENSG00000133195.11	turquoise
ENSG00000180616.8	grey
ENSG00000179604.9	blue
ENSG00000069188.16	grey
ENSG00000172809.12	salmon
ENSG00000170412.16	turquoise
ENSG00000109062.11	turquoise
ENSG00000161509.13	greenyellow
ENSG00000161513.11	red
ENSG00000167861.15	turquoise
ENSG00000170190.15	turquoise
ENSG00000189159.15	turquoise
ENSG00000073350.13	red
ENSG00000266714.6	red
ENSG00000132470.13	turquoise
ENSG00000092929.11	brown
ENSG00000132481.6	turquoise
ENSG00000167880.7	salmon
ENSG00000129654.7	grey
ENSG00000141576.14	grey
ENSG00000176170.13	turquoise
ENSG00000161544.9	pink
ENSG00000284526.1	salmon
ENSG00000070731.10	brown
ENSG00000182534.13	blue
ENSG00000167889.12	greenyellow
ENSG00000141524.15	brown
ENSG00000167895.14	brown
ENSG00000167900.11	turquoise
ENSG00000089685.14	turquoise
ENSG00000184557.4	brown
ENSG00000178404.9	blue
ENSG00000035862.12	blue
ENSG00000108679.12	cyan
ENSG00000171302.16	turquoise
ENSG00000173918.14	pink
ENSG00000173894.10	turquoise
ENSG00000141582.14	red
ENSG00000167291.15	grey
ENSG00000141519.14	turquoise
ENSG00000141527.16	red
ENSG00000173821.19	cyan
ENSG00000171246.5	grey
ENSG00000175866.15	brown
ENSG00000181409.11	grey
ENSG00000141577.13	salmon
ENSG00000266074.8	magenta
ENSG00000262814.7	salmon
ENSG00000262660.1	salmon
ENSG00000183048.11	salmon
ENSG00000225663.7	salmon
ENSG00000183684.7	salmon
ENSG00000141552.17	salmon
ENSG00000183010.16	salmon
ENSG00000169689.14	salmon
ENSG00000169683.7	salmon
ENSG00000169750.8	salmon
ENSG00000169738.7	salmon
ENSG00000169718.17	salmon
ENSG00000169710.8	turquoise
ENSG00000176155.18	red
ENSG00000141526.16	brown
ENSG00000173762.7	brown
ENSG00000141574.7	cyan
ENSG00000167363.13	brown
ENSG00000141579.6	grey
ENSG00000176845.12	salmon
ENSG00000158270.11	blue
ENSG00000079101.16	brown
ENSG00000176890.15	turquoise
ENSG00000176105.13	turquoise
ENSG00000141433.12	grey
ENSG00000080986.12	turquoise
ENSG00000132205.10	brown
ENSG00000170579.16	grey
ENSG00000082397.17	brown
ENSG00000154655.15	turquoise
ENSG00000088756.12	blue
ENSG00000101680.14	blue
ENSG00000173482.16	black
ENSG00000168502.17	grey
ENSG00000168461.12	blue
ENSG00000154856.12	pink
ENSG00000154864.11	turquoise
ENSG00000141401.11	turquoise
ENSG00000176194.17	purple
ENSG00000168675.18	turquoise
ENSG00000183206.17	turquoise
ENSG00000180777.13	turquoise
ENSG00000141449.14	turquoise
ENSG00000158201.9	grey
ENSG00000141448.8	turquoise
ENSG00000101773.18	grey
ENSG00000154065.16	black
ENSG00000053747.15	black
ENSG00000168234.12	grey
ENSG00000154040.20	brown
ENSG00000198795.10	turquoise
ENSG00000141384.12	turquoise
ENSG00000154080.13	turquoise
ENSG00000170558.8	blue
ENSG00000134762.16	turquoise
ENSG00000134755.14	turquoise
ENSG00000134760.5	turquoise
ENSG00000134757.4	turquoise
ENSG00000046604.12	salmon
ENSG00000141441.15	blue
ENSG00000134769.21	grey
ENSG00000141424.12	turquoise
ENSG00000134759.13	turquoise
ENSG00000075643.5	grey
ENSG00000134775.15	blue
ENSG00000132872.11	greenyellow
ENSG00000152217.16	turquoise
ENSG00000141469.16	grey
ENSG00000197046.11	turquoise
ENSG00000152229.18	grey
ENSG00000184828.9	grey
ENSG00000101670.11	turquoise
ENSG00000167306.19	brown
ENSG00000154839.9	turquoise
ENSG00000141639.11	turquoise
ENSG00000041353.9	turquoise
ENSG00000196628.15	blue
ENSG00000119547.5	turquoise
ENSG00000081923.11	turquoise
ENSG00000049759.17	brown
ENSG00000074657.13	turquoise
ENSG00000134443.9	blue
ENSG00000141682.11	grey
ENSG00000176641.10	salmon
ENSG00000141655.16	turquoise
ENSG00000171791.12	turquoise
ENSG00000206075.13	turquoise
ENSG00000057149.15	turquoise
ENSG00000166396.12	turquoise
ENSG00000197632.8	turquoise
ENSG00000081138.13	grey
ENSG00000071991.8	turquoise
ENSG00000171451.13	blue
ENSG00000141668.9	grey
ENSG00000166347.18	turquoise
ENSG00000101493.10	turquoise
ENSG00000197971.14	brown
ENSG00000131196.17	brown
ENSG00000141934.9	salmon
ENSG00000129946.10	turquoise
ENSG00000070404.9	turquoise
ENSG00000099864.17	turquoise
ENSG00000099812.8	turquoise
ENSG00000129951.18	turquoise
ENSG00000197766.7	purple
ENSG00000064666.14	pink
ENSG00000180448.10	brown
ENSG00000167468.16	salmon
ENSG00000099624.7	salmon
ENSG00000099622.13	turquoise
ENSG00000115286.19	salmon
ENSG00000130005.12	red
ENSG00000115268.9	salmon
ENSG00000115257.15	red
ENSG00000115255.10	turquoise
ENSG00000104899.7	red
ENSG00000099800.7	salmon
ENSG00000099860.8	pink
ENSG00000176533.12	black
ENSG00000176490.4	turquoise
ENSG00000104953.19	red
ENSG00000065717.14	red
ENSG00000060558.3	brown
ENSG00000105289.14	turquoise
ENSG00000007264.14	brown
ENSG00000178078.11	salmon
ENSG00000167676.4	purple
ENSG00000214456.8	turquoise
ENSG00000267385.1	turquoise
ENSG00000171236.9	turquoise
ENSG00000167680.15	turquoise
ENSG00000276043.4	turquoise
ENSG00000127663.14	turquoise
ENSG00000105426.16	grey
ENSG00000223573.6	turquoise
ENSG00000130255.12	salmon
ENSG00000156413.13	grey
ENSG00000171124.12	turquoise
ENSG00000267314.1	tan
ENSG00000105519.15	tan
ENSG00000125652.7	salmon
ENSG00000125730.16	brown
ENSG00000141968.7	brown
ENSG00000198816.6	salmon
ENSG00000076826.9	red
ENSG00000174788.9	red
ENSG00000269711.1	salmon
ENSG00000181029.8	salmon
ENSG00000183248.11	brown
ENSG00000178531.5	salmon
ENSG00000142449.12	turquoise
ENSG00000090661.11	turquoise
ENSG00000167775.10	salmon
ENSG00000233927.4	salmon
ENSG00000167772.11	purple
ENSG00000142347.16	brown
ENSG00000181143.15	turquoise
ENSG00000105088.8	turquoise
ENSG00000080573.6	pink
ENSG00000090339.8	brown
ENSG00000065989.15	turquoise
ENSG00000129354.11	brown
ENSG00000213339.8	salmon
ENSG00000130164.13	grey
ENSG00000105514.7	red
ENSG00000105518.13	red
ENSG00000183401.11	red
ENSG00000205517.12	red
ENSG00000130176.7	pink
ENSG00000102575.10	brown
ENSG00000223547.9	turquoise
ENSG00000171223.5	salmon
ENSG00000132026.13	greenyellow
ENSG00000095066.11	red
ENSG00000179271.2	salmon
ENSG00000008441.16	turquoise
ENSG00000160888.6	salmon
ENSG00000132000.11	pink
ENSG00000104998.3	brown
ENSG00000187867.8	salmon
ENSG00000141854.9	red
ENSG00000105011.8	turquoise
ENSG00000072071.16	brown
ENSG00000123146.19	brown
ENSG00000123136.14	turquoise
ENSG00000123159.15	salmon
ENSG00000099795.6	salmon
ENSG00000105143.12	turquoise
ENSG00000105141.5	turquoise
ENSG00000074181.8	magenta
ENSG00000105122.12	brown
ENSG00000161031.12	turquoise
ENSG00000171954.12	turquoise
ENSG00000186526.12	turquoise
ENSG00000186529.15	grey
ENSG00000186204.14	brown
ENSG00000171903.16	turquoise
ENSG00000196684.12	cyan
ENSG00000127528.5	black
ENSG00000072954.6	turquoise
ENSG00000188039.13	turquoise
ENSG00000160111.12	turquoise
ENSG00000130300.8	black
ENSG00000130303.12	cyan
ENSG00000130477.15	greenyellow
ENSG00000130475.14	brown
ENSG00000179913.10	turquoise
ENSG00000105639.18	brown
ENSG00000105640.12	salmon
ENSG00000007080.10	salmon
ENSG00000216490.3	brown
ENSG00000130518.16	turquoise
ENSG00000130522.5	salmon
ENSG00000130513.6	turquoise
ENSG00000105655.18	salmon
ENSG00000006015.17	salmon
ENSG00000006016.10	turquoise
ENSG00000105664.10	blue
ENSG00000051128.18	salmon
ENSG00000130287.13	turquoise
ENSG00000186010.18	salmon
ENSG00000258674.5	salmon
ENSG00000160161.9	pink
ENSG00000213988.10	salmon
ENSG00000256229.7	grey
ENSG00000237440.8	salmon
ENSG00000188171.15	grey
ENSG00000198521.11	salmon
ENSG00000167232.13	salmon
ENSG00000166289.5	brown
ENSG00000105173.13	turquoise
ENSG00000173809.17	grey
ENSG00000131941.7	magenta
ENSG00000130881.13	salmon
ENSG00000245848.2	brown
ENSG00000124302.12	turquoise
ENSG00000153885.14	grey
ENSG00000142279.12	pink
ENSG00000105707.13	turquoise
ENSG00000089356.18	red
ENSG00000089327.14	brown
ENSG00000105699.16	turquoise
ENSG00000012124.16	brown
ENSG00000126262.4	turquoise
ENSG00000161249.20	salmon
ENSG00000189001.10	turquoise
ENSG00000105668.7	grey
ENSG00000004776.12	purple
ENSG00000004777.18	red
ENSG00000105290.11	greenyellow
ENSG00000126264.9	brown
ENSG00000011600.11	brown
ENSG00000181392.14	red
ENSG00000075702.16	turquoise
ENSG00000161281.10	turquoise
ENSG00000167642.12	red
ENSG00000267748.4	red
ENSG00000167644.11	red
ENSG00000099337.4	turquoise
ENSG00000196218.12	turquoise
ENSG00000104814.12	brown
ENSG00000182472.8	salmon
ENSG00000205076.4	turquoise
ENSG00000178934.4	turquoise
ENSG00000269190.5	turquoise
ENSG00000161243.8	turquoise
ENSG00000188505.4	turquoise
ENSG00000130755.12	brown
ENSG00000128016.5	black
ENSG00000105193.8	salmon
ENSG00000105202.8	salmon
ENSG00000275395.4	brown
ENSG00000105219.8	blue
ENSG00000090013.9	red
ENSG00000160460.15	greenyellow
ENSG00000090006.17	black
ENSG00000261857.6	turquoise
ENSG00000268975.1	turquoise
ENSG00000171570.10	red
ENSG00000269858.5	red
ENSG00000255974.7	turquoise
ENSG00000198077.10	turquoise
ENSG00000167601.11	blue
ENSG00000105388.15	turquoise
ENSG00000267881.1	grey
ENSG00000086548.8	turquoise
ENSG00000105372.6	salmon
ENSG00000105369.9	brown
ENSG00000105404.10	salmon
ENSG00000105409.16	greenyellow
ENSG00000028277.21	brown
ENSG00000079462.7	red
ENSG00000167619.11	greenyellow
ENSG00000079435.9	purple
ENSG00000189377.8	grey
ENSG00000079385.21	turquoise
ENSG00000204936.9	blue
ENSG00000124466.8	grey
ENSG00000105767.2	salmon
ENSG00000011422.11	brown
ENSG00000104783.11	turquoise
ENSG00000278318.4	magenta
ENSG00000073008.14	turquoise
ENSG00000142273.10	salmon
ENSG00000187244.10	turquoise
ENSG00000130202.9	turquoise
ENSG00000130203.9	brown
ENSG00000130208.9	brown
ENSG00000234906.9	brown
ENSG00000224916.9	brown
ENSG00000104856.13	brown
ENSG00000007255.10	salmon
ENSG00000125740.13	black
ENSG00000125744.11	turquoise
ENSG00000125746.16	red
ENSG00000104936.17	red
ENSG00000169515.5	pink
ENSG00000182013.17	turquoise
ENSG00000105281.12	tan
ENSG00000105327.17	red
ENSG00000134830.5	turquoise
ENSG00000105419.17	turquoise
ENSG00000118160.13	greenyellow
ENSG00000024422.11	pink
ENSG00000105373.18	salmon
ENSG00000142227.10	brown
ENSG00000105464.3	grey
ENSG00000142235.8	red
ENSG00000088002.11	red
ENSG00000105523.3	grey
ENSG00000063177.12	salmon
ENSG00000063180.8	grey
ENSG00000176920.11	grey
ENSG00000105538.9	black
ENSG00000105552.14	red
ENSG00000087076.8	salmon
ENSG00000105559.11	pink
ENSG00000087086.14	brown
ENSG00000177380.13	tan
ENSG00000130529.15	red
ENSG00000104894.11	brown
ENSG00000074219.13	greenyellow
ENSG00000161618.9	salmon
ENSG00000142541.16	salmon
ENSG00000104870.12	turquoise
ENSG00000142552.7	pink
ENSG00000104951.15	brown
ENSG00000105357.15	grey
ENSG00000131398.13	grey
ENSG00000142539.9	brown
ENSG00000269404.6	brown
ENSG00000161677.11	salmon
ENSG00000105472.12	pink
ENSG00000167747.13	salmon
ENSG00000142515.14	grey
ENSG00000167749.11	blue
ENSG00000167754.12	turquoise
ENSG00000167755.14	turquoise
ENSG00000169035.11	turquoise
ENSG00000129455.15	turquoise
ENSG00000269741.5	turquoise
ENSG00000129451.11	turquoise
ENSG00000167757.13	turquoise
ENSG00000186474.15	grey
ENSG00000167759.12	turquoise
ENSG00000129437.9	turquoise
ENSG00000105379.9	salmon
ENSG00000269403.1	salmon
ENSG00000105374.9	brown
ENSG00000187474.4	brown
ENSG00000198093.10	salmon
ENSG00000167555.13	tan
ENSG00000197928.10	black
ENSG00000130433.7	grey
ENSG00000170906.15	salmon
ENSG00000105619.13	salmon
ENSG00000167608.11	turquoise
ENSG00000170889.13	salmon
ENSG00000167613.15	brown
ENSG00000167614.13	turquoise
ENSG00000167615.16	red
ENSG00000186818.12	brown
ENSG00000022556.15	grey
ENSG00000131037.14	red
ENSG00000105048.16	grey
ENSG00000129991.12	grey
ENSG00000167646.13	turquoise
ENSG00000129990.14	greenyellow
ENSG00000160469.16	salmon
ENSG00000108107.14	salmon
ENSG00000108106.13	turquoise
ENSG00000090971.4	salmon
ENSG00000179954.15	blue
ENSG00000173581.7	red
ENSG00000171487.14	turquoise
ENSG00000198046.11	turquoise
ENSG00000196263.7	grey
ENSG00000198300.12	grey
ENSG00000269699.5	grey
ENSG00000197128.11	salmon
ENSG00000171649.11	magenta
ENSG00000178935.5	turquoise
ENSG00000198466.11	turquoise
ENSG00000204514.9	turquoise
ENSG00000176293.19	grey
ENSG00000121413.12	grey
ENSG00000121410.11	red
ENSG00000184731.5	turquoise
ENSG00000130508.10	blue
ENSG00000176887.6	turquoise
ENSG00000134326.11	cyan
ENSG00000134321.11	cyan
ENSG00000151692.14	blue
ENSG00000143797.11	grey
ENSG00000134317.17	turquoise
ENSG00000171848.13	turquoise
ENSG00000115758.12	turquoise
ENSG00000162975.4	grey
ENSG00000196208.13	turquoise
ENSG00000134324.11	turquoise
ENSG00000071575.11	grey
ENSG00000162981.13	turquoise
ENSG00000134323.11	turquoise
ENSG00000163032.11	turquoise
ENSG00000170745.11	brown
ENSG00000143867.6	turquoise
ENSG00000132031.12	blue
ENSG00000115884.10	blue
ENSG00000143878.9	turquoise
ENSG00000084710.13	brown
ENSG00000084731.14	turquoise
ENSG00000171303.6	greenyellow
ENSG00000157851.16	turquoise
ENSG00000138080.13	pink
ENSG00000138028.15	salmon
ENSG00000138074.14	turquoise
ENSG00000157992.12	blue
ENSG00000115295.19	turquoise
ENSG00000213626.11	brown
ENSG00000162949.16	turquoise
ENSG00000158089.14	grey
ENSG00000158125.9	turquoise
ENSG00000049323.15	turquoise
ENSG00000150938.9	tan
ENSG00000205221.12	black
ENSG00000115825.9	turquoise
ENSG00000115828.15	turquoise
ENSG00000163171.7	turquoise
ENSG00000138061.11	brown
ENSG00000143891.16	brown
ENSG00000162878.12	purple
ENSG00000162882.14	brown
ENSG00000152518.7	brown
ENSG00000152527.13	black
ENSG00000138083.4	turquoise
ENSG00000170577.7	grey
ENSG00000116016.13	black
ENSG00000119888.10	turquoise
ENSG00000243244.5	blue
ENSG00000179915.22	greenyellow
ENSG00000115355.15	turquoise
ENSG00000115380.19	blue
ENSG00000119866.20	turquoise
ENSG00000162924.13	salmon
ENSG00000237651.6	grey
ENSG00000115507.9	turquoise
ENSG00000197329.11	turquoise
ENSG00000115902.10	turquoise
ENSG00000198369.9	turquoise
ENSG00000115956.9	brown
ENSG00000163219.11	brown
ENSG00000169604.19	blue
ENSG00000163235.15	turquoise
ENSG00000075340.22	turquoise
ENSG00000116031.8	brown
ENSG00000116039.11	grey
ENSG00000003137.8	turquoise
ENSG00000116096.5	turquoise
ENSG00000135638.13	turquoise
ENSG00000144040.12	turquoise
ENSG00000163017.13	turquoise
ENSG00000065911.11	turquoise
ENSG00000144045.13	grey
ENSG00000115325.13	turquoise
ENSG00000159374.17	grey
ENSG00000159399.9	brown
ENSG00000115353.10	brown
ENSG00000034510.5	turquoise
ENSG00000152284.4	turquoise
ENSG00000042493.15	brown
ENSG00000115523.16	brown
ENSG00000115525.17	brown
ENSG00000068615.17	turquoise
ENSG00000153563.15	brown
ENSG00000172116.21	brown
ENSG00000185304.14	grey
ENSG00000144115.16	grey
ENSG00000155066.15	grey
ENSG00000186281.12	salmon
ENSG00000158050.4	brown
ENSG00000121152.9	turquoise
ENSG00000196843.15	brown
ENSG00000168754.14	grey
ENSG00000115085.13	brown
ENSG00000071073.12	turquoise
ENSG00000196872.11	turquoise
ENSG00000144218.18	turquoise
ENSG00000170500.12	turquoise
ENSG00000170485.16	magenta
ENSG00000115594.11	blue
ENSG00000115616.2	grey
ENSG00000115641.18	grey
ENSG00000119147.9	black
ENSG00000144057.15	blue
ENSG00000144063.3	turquoise
ENSG00000169679.14	turquoise
ENSG00000144152.12	black
ENSG00000169607.12	turquoise
ENSG00000136689.18	brown
ENSG00000125618.16	grey
ENSG00000163064.6	turquoise
ENSG00000019169.10	brown
ENSG00000115107.19	turquoise
ENSG00000155368.16	salmon
ENSG00000171227.6	purple
ENSG00000163083.5	grey
ENSG00000115112.7	turquoise
ENSG00000136732.14	brown
ENSG00000136717.14	brown
ENSG00000072163.19	pink
ENSG00000152076.18	turquoise
ENSG00000152082.13	salmon
ENSG00000152086.8	turquoise
ENSG00000136002.18	turquoise
ENSG00000075886.10	turquoise
ENSG00000173272.15	salmon
ENSG00000163040.14	turquoise
ENSG00000183840.6	grey
ENSG00000176771.16	salmon
ENSG00000121966.6	brown
ENSG00000144228.8	turquoise
ENSG00000168702.17	grey
ENSG00000115919.14	brown
ENSG00000169554.18	brown
ENSG00000168280.16	turquoise
ENSG00000150556.16	turquoise
ENSG00000187123.14	turquoise
ENSG00000115963.13	turquoise
ENSG00000123610.4	blue
ENSG00000182389.19	grey
ENSG00000157827.19	turquoise
ENSG00000144278.14	turquoise
ENSG00000162989.4	turquoise
ENSG00000153234.13	grey
ENSG00000115159.15	salmon
ENSG00000136542.8	turquoise
ENSG00000115165.9	brown
ENSG00000241399.6	turquoise
ENSG00000248672.5	brown
ENSG00000054219.10	brown
ENSG00000115221.10	blue
ENSG00000153250.19	turquoise
ENSG00000144290.16	grey
ENSG00000197635.9	blue
ENSG00000078098.13	blue
ENSG00000115267.5	cyan
ENSG00000182263.13	turquoise
ENSG00000115290.9	grey
ENSG00000082438.15	salmon
ENSG00000136531.15	grey
ENSG00000115339.13	turquoise
ENSG00000136546.13	black
ENSG00000198648.10	turquoise
ENSG00000172292.14	turquoise
ENSG00000163072.15	turquoise
ENSG00000081479.12	turquoise
ENSG00000071909.18	grey
ENSG00000204335.3	turquoise
ENSG00000128683.13	grey
ENSG00000071967.11	turquoise
ENSG00000144355.14	grey
ENSG00000115844.10	turquoise
ENSG00000091409.14	red
ENSG00000152256.13	turquoise
ENSG00000091428.17	turquoise
ENSG00000091436.16	salmon
ENSG00000144354.13	turquoise
ENSG00000115935.17	brown
ENSG00000175879.8	blue
ENSG00000018510.13	salmon
ENSG00000079156.16	turquoise
ENSG00000155657.26	salmon
ENSG00000187231.13	salmon
ENSG00000144331.18	turquoise
ENSG00000170035.15	turquoise
ENSG00000115232.13	brown
ENSG00000138434.16	tan
ENSG00000162998.4	black
ENSG00000188738.14	grey
ENSG00000138448.11	blue
ENSG00000144369.12	grey
ENSG00000064989.12	black
ENSG00000003436.15	black
ENSG00000144366.15	blue
ENSG00000168542.14	blue
ENSG00000204262.11	blue
ENSG00000138449.10	turquoise
ENSG00000151690.14	salmon
ENSG00000115419.12	turquoise
ENSG00000115415.18	cyan
ENSG00000128641.18	blue
ENSG00000173559.12	brown
ENSG00000168497.4	black
ENSG00000081320.10	brown
ENSG00000197121.14	salmon
ENSG00000115896.15	blue
ENSG00000119042.16	grey
ENSG00000196141.13	blue
ENSG00000138356.13	black
ENSG00000155760.2	turquoise
ENSG00000118257.16	blue
ENSG00000204186.7	salmon
ENSG00000118263.14	blue
ENSG00000138413.13	grey
ENSG00000078018.19	turquoise
ENSG00000021826.14	grey
ENSG00000178568.14	turquoise
ENSG00000030419.16	salmon
ENSG00000144451.18	grey
ENSG00000144452.14	grey
ENSG00000115414.18	blue
ENSG00000118242.15	turquoise
ENSG00000115457.9	red
ENSG00000115461.4	blue
ENSG00000079308.16	black
ENSG00000018280.16	brown
ENSG00000115556.13	turquoise
ENSG00000135912.10	turquoise
ENSG00000135929.8	brown
ENSG00000115596.3	turquoise
ENSG00000127824.13	turquoise
ENSG00000054356.13	pink
ENSG00000175084.11	purple
ENSG00000072195.14	turquoise
ENSG00000123989.13	pink
ENSG00000124006.14	salmon
ENSG00000114923.16	grey
ENSG00000116106.11	black
ENSG00000163082.9	grey
ENSG00000123983.13	brown
ENSG00000152049.6	turquoise
ENSG00000171951.4	greenyellow
ENSG00000135919.12	turquoise
ENSG00000135905.18	brown
ENSG00000169047.5	turquoise
ENSG00000081052.11	brown
ENSG00000135917.13	purple
ENSG00000187957.7	turquoise
ENSG00000163053.10	turquoise
ENSG00000079263.18	brown
ENSG00000185404.16	brown
ENSG00000135916.15	turquoise
ENSG00000204128.5	grey
ENSG00000156966.6	turquoise
ENSG00000171551.11	brown
ENSG00000115468.11	turquoise
ENSG00000066248.14	grey
ENSG00000168918.13	brown
ENSG00000077044.10	turquoise
ENSG00000240224.1	grey
ENSG00000243135.6	grey
ENSG00000244474.5	grey
ENSG00000244122.2	grey
ENSG00000241635.7	grey
ENSG00000241119.1	grey
ENSG00000167165.18	grey
ENSG00000242515.5	grey
ENSG00000242366.3	grey
ENSG00000123485.11	turquoise
ENSG00000144481.16	turquoise
ENSG00000188042.7	turquoise
ENSG00000130147.15	turquoise
ENSG00000132321.16	blue
ENSG00000144476.5	blue
ENSG00000163359.15	blue
ENSG00000115648.13	turquoise
