gene_id	module
ENSG00000167799.9	turquoise
ENSG00000132746.14	turquoise
ENSG00000110717.12	salmon
ENSG00000110719.9	salmon
ENSG00000162337.11	grey
ENSG00000069482.6	turquoise
ENSG00000132749.10	turquoise
ENSG00000110090.12	grey
ENSG00000172927.7	grey
ENSG00000110092.3	brown
ENSG00000149716.12	brown
ENSG00000131620.17	black
ENSG00000168040.4	grey
ENSG00000131626.16	salmon
ENSG00000085733.15	grey
ENSG00000162105.17	brown
ENSG00000172893.15	turquoise
ENSG00000110195.12	turquoise
ENSG00000165457.13	brown
ENSG00000186642.15	black
ENSG00000214530.8	turquoise
ENSG00000175591.11	turquoise
ENSG00000021300.13	blue
ENSG00000175567.8	brown
ENSG00000165434.7	blue
ENSG00000054938.15	turquoise
ENSG00000137491.14	brown
ENSG00000137486.16	turquoise
ENSG00000149273.14	salmon
ENSG00000149243.15	red
ENSG00000158555.14	brown
ENSG00000149257.13	turquoise
ENSG00000171533.11	turquoise
ENSG00000166391.14	grey
ENSG00000062282.14	turquoise
ENSG00000085741.12	magenta
ENSG00000137507.11	blue
ENSG00000182704.7	grey
ENSG00000078124.11	grey
ENSG00000137474.19	brown
ENSG00000149269.9	grey
ENSG00000074201.8	grey
ENSG00000048649.13	salmon
ENSG00000087884.14	salmon
ENSG00000151364.16	turquoise
ENSG00000151365.2	purple
ENSG00000259112.2	salmon
ENSG00000151366.12	grey
ENSG00000159063.12	grey
ENSG00000188997.7	turquoise
ENSG00000118369.12	turquoise
ENSG00000033327.12	grey
ENSG00000149256.15	blue
ENSG00000137502.9	turquoise
ENSG00000137501.17	turquoise
ENSG00000151376.16	turquoise
ENSG00000150687.11	turquoise
ENSG00000174804.3	black
ENSG00000166575.16	turquoise
ENSG00000123892.11	grey
ENSG00000109861.15	brown
ENSG00000086991.12	blue
ENSG00000166002.6	turquoise
ENSG00000166025.17	blue
ENSG00000149218.4	grey
ENSG00000149212.11	tan
ENSG00000184384.13	turquoise
ENSG00000082175.14	turquoise
ENSG00000110318.13	turquoise
ENSG00000137693.13	blue
ENSG00000023445.13	brown
ENSG00000152558.14	turquoise
ENSG00000137673.8	turquoise
ENSG00000166670.9	blue
ENSG00000196611.4	brown
ENSG00000149968.11	blue
ENSG00000262406.2	brown
ENSG00000137745.11	blue
ENSG00000187240.13	turquoise
ENSG00000170962.12	black
ENSG00000137752.23	brown
ENSG00000152402.10	blue
ENSG00000110660.14	turquoise
ENSG00000137710.14	turquoise
ENSG00000110777.11	brown
ENSG00000109846.7	turquoise
ENSG00000149300.9	turquoise
ENSG00000150764.13	turquoise
ENSG00000150782.11	brown
ENSG00000149294.16	blue
ENSG00000109906.13	turquoise
ENSG00000166741.7	pink
ENSG00000182985.17	blue
ENSG00000149591.16	pink
ENSG00000160613.12	pink
ENSG00000137726.16	turquoise
ENSG00000137747.15	turquoise
ENSG00000110324.10	brown
ENSG00000137648.17	grey
ENSG00000177098.8	black
ENSG00000160593.18	brown
ENSG00000149573.8	turquoise
ENSG00000198851.9	brown
ENSG00000167286.9	brown
ENSG00000160654.9	brown
ENSG00000172425.10	turquoise
ENSG00000149582.15	turquoise
ENSG00000188486.3	turquoise
ENSG00000076706.16	black
ENSG00000223953.5	pink
ENSG00000235718.8	pink
ENSG00000154096.13	pink
ENSG00000110400.10	turquoise
ENSG00000137699.16	turquoise
ENSG00000196914.8	salmon
ENSG00000149403.12	turquoise
ENSG00000109929.9	tan
ENSG00000137642.12	turquoise
ENSG00000154127.9	turquoise
ENSG00000166250.11	blue
ENSG00000110002.15	turquoise
ENSG00000019102.11	grey
ENSG00000134955.11	brown
ENSG00000149554.12	turquoise
ENSG00000283703.1	turquoise
ENSG00000064309.14	turquoise
ENSG00000110080.18	turquoise
ENSG00000134954.14	brown
ENSG00000134909.18	turquoise
ENSG00000043039.6	blue
ENSG00000151715.7	turquoise
ENSG00000149418.10	turquoise
ENSG00000166106.3	turquoise
ENSG00000182667.14	blue
ENSG00000166086.12	blue
ENSG00000149328.14	grey
ENSG00000109956.12	grey
ENSG00000139044.10	grey
ENSG00000111186.12	turquoise
ENSG00000006831.9	brown
ENSG00000166159.10	greenyellow
ENSG00000151067.21	blue
ENSG00000004478.7	brown
ENSG00000111206.12	turquoise
ENSG00000130038.9	turquoise
ENSG00000118971.7	brown
ENSG00000111247.14	turquoise
ENSG00000047617.14	grey
ENSG00000110799.13	black
ENSG00000008323.15	turquoise
ENSG00000111319.12	turquoise
ENSG00000139193.3	brown
ENSG00000010292.12	turquoise
ENSG00000111640.14	turquoise
ENSG00000159335.15	salmon
ENSG00000089692.8	brown
ENSG00000010610.9	brown
ENSG00000250510.7	pink
ENSG00000110811.19	pink
ENSG00000111665.11	turquoise
ENSG00000111674.8	brown
ENSG00000111678.10	salmon
ENSG00000182326.14	brown
ENSG00000159403.15	brown
ENSG00000139194.7	brown
ENSG00000139182.13	brown
ENSG00000177675.8	brown
ENSG00000177575.12	brown
ENSG00000059804.15	brown
ENSG00000171860.4	brown
ENSG00000197614.10	blue
ENSG00000166535.19	turquoise
ENSG00000175899.14	black
ENSG00000110848.8	brown
ENSG00000172243.17	brown
ENSG00000173391.8	brown
ENSG00000213809.8	brown
ENSG00000255819.7	brown
ENSG00000060140.8	turquoise
ENSG00000060138.12	turquoise
ENSG00000111215.11	turquoise
ENSG00000121380.12	brown
ENSG00000070018.8	salmon
ENSG00000111261.13	brown
ENSG00000111266.8	salmon
ENSG00000111276.10	grey
ENSG00000013588.7	turquoise
ENSG00000013583.8	turquoise
ENSG00000084444.13	turquoise
ENSG00000134531.9	blue
ENSG00000121316.10	brown
ENSG00000246705.4	red
ENSG00000179256.2	grey
ENSG00000111341.9	grey
ENSG00000182993.3	grey
ENSG00000139055.6	grey
ENSG00000111348.8	brown
ENSG00000134533.6	turquoise
ENSG00000151491.12	salmon
ENSG00000008394.12	grey
ENSG00000048540.14	grey
ENSG00000139144.9	grey
ENSG00000172572.6	blue
ENSG00000111716.12	turquoise
ENSG00000121361.3	black
ENSG00000069431.11	black
ENSG00000111728.10	turquoise
ENSG00000060982.14	blue
ENSG00000123094.15	salmon
ENSG00000123095.5	blue
ENSG00000123096.11	blue
ENSG00000123104.11	salmon
ENSG00000211455.7	turquoise
ENSG00000029153.14	turquoise
ENSG00000087494.15	grey
ENSG00000064763.10	turquoise
ENSG00000133687.15	black
ENSG00000177359.17	turquoise
ENSG00000139146.13	turquoise
ENSG00000174718.11	salmon
ENSG00000057294.14	salmon
ENSG00000139116.18	turquoise
ENSG00000188906.14	brown
ENSG00000018236.14	blue
ENSG00000165966.14	blue
ENSG00000139174.11	blue
ENSG00000184613.10	turquoise
ENSG00000111371.15	turquoise
ENSG00000139211.6	blue
ENSG00000179715.12	brown
ENSG00000079337.15	turquoise
ENSG00000139219.17	grey
ENSG00000167531.6	turquoise
ENSG00000172602.9	turquoise
ENSG00000134285.10	brown
ENSG00000135451.12	turquoise
ENSG00000178401.14	turquoise
ENSG00000135472.8	grey
ENSG00000161798.6	turquoise
ENSG00000161800.12	turquoise
ENSG00000110881.11	grey
ENSG00000167588.12	purple
ENSG00000050405.13	turquoise
ENSG00000185432.11	black
ENSG00000110934.10	brown
ENSG00000139629.15	turquoise
ENSG00000050438.16	turquoise
ENSG00000196876.15	grey
ENSG00000123358.19	black
ENSG00000167767.13	grey
ENSG00000135480.15	turquoise
ENSG00000205426.10	turquoise
ENSG00000170442.11	turquoise
ENSG00000170523.3	turquoise
ENSG00000170454.5	turquoise
ENSG00000185479.5	turquoise
ENSG00000170465.9	turquoise
ENSG00000205420.10	turquoise
ENSG00000186081.11	turquoise
ENSG00000170477.12	turquoise
ENSG00000170421.12	red
ENSG00000111057.10	red
ENSG00000111077.17	turquoise
ENSG00000167779.7	pink
ENSG00000139631.18	red
ENSG00000139626.15	brown
ENSG00000135476.11	turquoise
ENSG00000123364.4	grey
ENSG00000123407.3	grey
ENSG00000123388.4	grey
ENSG00000180818.4	grey
ENSG00000273049.1	grey
ENSG00000198353.7	grey
ENSG00000161642.17	red
ENSG00000161638.10	blue
ENSG00000123338.12	brown
ENSG00000135447.16	purple
ENSG00000135413.8	grey
ENSG00000161634.11	grey
ENSG00000172551.10	magenta
ENSG00000135424.15	purple
ENSG00000065361.14	turquoise
ENSG00000139547.7	grey
ENSG00000123384.13	blue
ENSG00000182379.9	magenta
ENSG00000185633.10	magenta
ENSG00000123329.17	brown
ENSG00000155980.11	grey
ENSG00000135454.13	turquoise
ENSG00000139263.11	turquoise
ENSG00000118596.11	black
ENSG00000111110.11	grey
ENSG00000196935.8	brown
ENSG00000111490.12	turquoise
ENSG00000156076.9	turquoise
ENSG00000174099.10	blue
ENSG00000090376.10	brown
ENSG00000155974.11	grey
ENSG00000135679.22	turquoise
ENSG00000135678.11	brown
ENSG00000090382.6	brown
ENSG00000166225.8	turquoise
ENSG00000127328.21	turquoise
ENSG00000127329.15	black
ENSG00000127324.8	magenta
ENSG00000139292.12	blue
ENSG00000166006.12	turquoise
ENSG00000139289.13	turquoise
ENSG00000091039.16	salmon
ENSG00000175183.9	turquoise
ENSG00000165891.15	turquoise
ENSG00000067798.14	turquoise
ENSG00000067715.13	turquoise
ENSG00000111052.7	turquoise
ENSG00000111058.7	turquoise
ENSG00000179104.8	salmon
ENSG00000072041.16	turquoise
ENSG00000133636.10	grey
ENSG00000049130.14	blue
ENSG00000139318.7	black
ENSG00000083782.7	blue
ENSG00000139329.4	blue
ENSG00000011465.16	blue
ENSG00000120833.13	black
ENSG00000136040.8	blue
ENSG00000057704.12	brown
ENSG00000180263.13	salmon
ENSG00000074527.11	turquoise
ENSG00000256870.2	grey
ENSG00000196091.13	grey
ENSG00000139351.14	grey
ENSG00000111666.10	grey
ENSG00000017427.15	black
ENSG00000171759.9	grey
ENSG00000139352.3	greenyellow
ENSG00000120820.12	blue
ENSG00000198431.15	turquoise
ENSG00000171310.10	brown
ENSG00000136052.9	blue
ENSG00000136010.13	blue
ENSG00000235162.8	grey
ENSG00000074590.13	blue
ENSG00000151136.14	magenta
ENSG00000174600.13	brown
ENSG00000183160.8	black
ENSG00000110876.9	brown
ENSG00000076555.15	purple
ENSG00000139438.5	blue
ENSG00000111199.10	turquoise
ENSG00000111249.13	grey
ENSG00000257767.2	brown
ENSG00000111275.12	brown
ENSG00000089127.12	cyan
ENSG00000111331.12	cyan
ENSG00000111335.12	cyan
ENSG00000111344.11	turquoise
ENSG00000135094.10	brown
ENSG00000135111.15	turquoise
ENSG00000123066.7	turquoise
ENSG00000135116.9	turquoise
ENSG00000152137.6	turquoise
ENSG00000122966.15	turquoise
ENSG00000135127.11	turquoise
ENSG00000135097.6	turquoise
ENSG00000122971.8	red
ENSG00000135114.12	cyan
ENSG00000158023.9	grey
ENSG00000196917.5	turquoise
ENSG00000182196.13	salmon
ENSG00000111328.6	turquoise
ENSG00000178882.14	turquoise
ENSG00000073060.15	blue
ENSG00000181234.9	purple
ENSG00000198598.6	red
ENSG00000165474.5	blue
ENSG00000121742.16	turquoise
ENSG00000165480.15	turquoise
ENSG00000151835.14	turquoise
ENSG00000127863.15	blue
ENSG00000273167.1	salmon
ENSG00000151846.8	turquoise
ENSG00000132932.16	grey
ENSG00000180730.4	blue
ENSG00000132970.12	red
ENSG00000132975.7	turquoise
ENSG00000122025.14	turquoise
ENSG00000102755.11	black
ENSG00000139508.14	turquoise
ENSG00000139514.12	turquoise
ENSG00000132965.9	brown
ENSG00000102802.9	black
ENSG00000120694.19	turquoise
ENSG00000073910.19	turquoise
ENSG00000133121.20	turquoise
ENSG00000172915.18	turquoise
ENSG00000133083.14	grey
ENSG00000133104.12	tan
ENSG00000133110.14	blue
ENSG00000150893.10	grey
ENSG00000183722.7	black
ENSG00000133106.14	cyan
ENSG00000120675.5	grey
ENSG00000136167.13	brown
ENSG00000139687.13	turquoise
ENSG00000102547.18	turquoise
ENSG00000123191.14	turquoise
ENSG00000197168.11	turquoise
ENSG00000102837.6	grey
ENSG00000139734.17	turquoise
ENSG00000280165.1	grey
ENSG00000197991.11	grey
ENSG00000184226.14	grey
ENSG00000150361.11	grey
ENSG00000276644.4	turquoise
ENSG00000102554.13	turquoise
ENSG00000136111.12	red
ENSG00000136153.19	blue
ENSG00000178695.5	brown
ENSG00000005810.17	salmon
ENSG00000136155.16	turquoise
ENSG00000139737.21	brown
ENSG00000136160.14	black
ENSG00000136158.11	turquoise
ENSG00000184564.8	turquoise
ENSG00000165300.7	turquoise
ENSG00000183098.10	blue
ENSG00000125257.13	brown
ENSG00000134873.9	turquoise
ENSG00000134874.17	turquoise
ENSG00000185352.8	grey
ENSG00000139793.18	red
ENSG00000088386.16	turquoise
ENSG00000169508.6	brown
ENSG00000043355.11	grey
ENSG00000102452.15	blue
ENSG00000198542.13	blue
ENSG00000102466.15	blue
ENSG00000125266.6	black
ENSG00000204442.3	blue
ENSG00000102524.11	brown
ENSG00000185950.8	grey
ENSG00000187498.14	blue
ENSG00000134871.17	pink
ENSG00000068650.18	red
ENSG00000126217.20	turquoise
ENSG00000057593.13	turquoise
ENSG00000150403.17	brown
ENSG00000183087.14	pink
ENSG00000198805.11	turquoise
ENSG00000214274.9	turquoise
ENSG00000259171.1	turquoise
ENSG00000258818.3	turquoise
ENSG00000129538.13	brown
ENSG00000165795.23	turquoise
ENSG00000165804.15	red
ENSG00000165821.11	turquoise
ENSG00000155465.18	brown
ENSG00000157227.12	pink
ENSG00000129474.15	blue
ENSG00000092068.19	turquoise
ENSG00000092096.16	turquoise
ENSG00000100842.12	turquoise
ENSG00000100867.14	turquoise
ENSG00000100911.15	brown
ENSG00000213928.8	cyan
ENSG00000100918.12	brown
ENSG00000129465.15	turquoise
ENSG00000100968.13	red
ENSG00000205978.5	grey
ENSG00000100453.12	brown
ENSG00000139910.19	turquoise
ENSG00000100473.15	turquoise
ENSG00000100852.12	salmon
ENSG00000129521.13	blue
ENSG00000198807.12	turquoise
ENSG00000151338.18	turquoise
ENSG00000129514.5	turquoise
ENSG00000139865.16	turquoise
ENSG00000131969.14	turquoise
ENSG00000100504.16	grey
ENSG00000100505.13	greenyellow
ENSG00000139926.15	blue
ENSG00000087303.17	blue
ENSG00000125384.6	grey
ENSG00000087301.8	turquoise
ENSG00000197930.12	red
ENSG00000073712.14	blue
ENSG00000125378.15	turquoise
ENSG00000100526.19	turquoise
ENSG00000131981.15	pink
ENSG00000126787.12	turquoise
ENSG00000165617.14	blue
ENSG00000139970.16	turquoise
ENSG00000126778.8	grey
ENSG00000100625.8	brown
ENSG00000182107.6	turquoise
ENSG00000100644.16	red
ENSG00000126821.7	brown
ENSG00000054654.16	salmon
ENSG00000179841.8	salmon
ENSG00000126803.9	turquoise
ENSG00000176153.11	grey
ENSG00000139998.14	grey
ENSG00000033170.16	turquoise
ENSG00000198133.8	turquoise
ENSG00000185650.9	blue
ENSG00000100626.16	black
ENSG00000175985.9	turquoise
ENSG00000198732.10	turquoise
ENSG00000133985.2	turquoise
ENSG00000100767.15	brown
ENSG00000184227.7	red
ENSG00000177465.4	turquoise
ENSG00000187097.12	turquoise
ENSG00000119636.15	turquoise
ENSG00000119711.12	turquoise
ENSG00000119655.10	brown
ENSG00000119681.11	blue
ENSG00000170345.9	black
ENSG00000156127.6	salmon
ENSG00000119699.7	blue
ENSG00000165548.10	turquoise
ENSG00000100596.6	salmon
ENSG00000021645.18	turquoise
ENSG00000211448.11	blue
ENSG00000140022.9	turquoise
ENSG00000185070.10	black
ENSG00000070778.12	blue
ENSG00000119714.10	blue
ENSG00000015133.18	turquoise
ENSG00000133962.7	turquoise
ENSG00000165929.12	grey
ENSG00000140092.14	blue
ENSG00000100604.12	greenyellow
ENSG00000175785.12	grey
ENSG00000165949.12	cyan
ENSG00000119632.3	salmon
ENSG00000119698.11	grey
ENSG00000170099.5	turquoise
ENSG00000197249.13	grey
ENSG00000186910.3	turquoise
ENSG00000188488.13	turquoise
ENSG00000196136.17	turquoise
ENSG00000273259.3	turquoise
ENSG00000165959.11	grey
ENSG00000176438.12	black
ENSG00000100721.10	brown
ENSG00000227051.6	turquoise
ENSG00000168398.6	blue
ENSG00000127152.17	brown
ENSG00000196405.12	turquoise
ENSG00000168350.7	turquoise
ENSG00000197119.12	red
ENSG00000140105.17	brown
ENSG00000185559.13	grey
ENSG00000185215.8	brown
ENSG00000166165.12	salmon
ENSG00000156414.18	grey
ENSG00000258986.6	grey
ENSG00000179627.9	turquoise
ENSG00000166428.12	brown
ENSG00000185567.6	blue
ENSG00000182809.10	red
ENSG00000213145.9	red
ENSG00000257341.5	red
ENSG00000185347.17	salmon
ENSG00000184986.10	red
ENSG00000179455.7	turquoise
ENSG00000182636.5	pink
ENSG00000273173.5	turquoise
ENSG00000128739.21	turquoise
ENSG00000214265.11	turquoise
ENSG00000206190.11	blue
ENSG00000166206.14	grey
ENSG00000034053.14	turquoise
ENSG00000198826.10	turquoise
ENSG00000166923.10	blue
ENSG00000248905.8	turquoise
ENSG00000175265.17	grey
ENSG00000215252.11	grey
ENSG00000166068.12	blue
ENSG00000172575.11	grey
ENSG00000137801.10	blue
ENSG00000150667.6	turquoise
ENSG00000156970.12	turquoise
ENSG00000137843.11	grey
ENSG00000188549.12	turquoise
ENSG00000233041.8	turquoise
ENSG00000140323.5	greenyellow
ENSG00000128928.8	turquoise
ENSG00000137812.19	turquoise
ENSG00000137880.5	salmon
ENSG00000104140.6	salmon
ENSG00000137804.12	turquoise
ENSG00000137877.9	red
ENSG00000168907.13	turquoise
ENSG00000104055.15	turquoise
ENSG00000166963.12	blue
ENSG00000237289.9	grey
ENSG00000223572.9	grey
ENSG00000166710.17	brown
ENSG00000140263.13	turquoise
ENSG00000140254.12	turquoise
ENSG00000137857.17	turquoise
ENSG00000171766.15	turquoise
ENSG00000166920.12	grey
ENSG00000137872.16	turquoise
ENSG00000104177.17	brown
ENSG00000074803.17	turquoise
ENSG00000166147.13	blue
ENSG00000185634.11	turquoise
ENSG00000140285.9	black
ENSG00000140284.10	turquoise
ENSG00000140287.10	turquoise
ENSG00000186417.13	purple
ENSG00000104112.8	greenyellow
ENSG00000128872.9	red
ENSG00000128833.12	turquoise
ENSG00000047346.12	turquoise
ENSG00000166415.14	grey
ENSG00000166450.12	salmon
ENSG00000128849.10	turquoise
ENSG00000263155.5	purple
ENSG00000103569.9	brown
ENSG00000157456.7	turquoise
ENSG00000182718.16	turquoise
ENSG00000129003.15	salmon
ENSG00000198535.5	grey
ENSG00000140416.19	blue
ENSG00000138613.13	turquoise
ENSG00000074410.13	turquoise
ENSG00000157734.13	salmon
ENSG00000166803.11	turquoise
ENSG00000138615.5	blue
ENSG00000174498.13	turquoise
ENSG00000074696.12	turquoise
ENSG00000137809.16	blue
ENSG00000258484.3	grey
ENSG00000138604.9	turquoise
ENSG00000137819.13	grey
ENSG00000137807.13	turquoise
ENSG00000137818.11	salmon
ENSG00000225362.8	turquoise
ENSG00000187720.14	turquoise
ENSG00000175318.11	turquoise
ENSG00000067141.16	salmon
ENSG00000205363.5	turquoise
ENSG00000129038.15	pink
ENSG00000129009.12	blue
ENSG00000137868.18	brown
ENSG00000178718.6	turquoise
ENSG00000198794.11	greenyellow
ENSG00000140398.13	red
ENSG00000173546.7	pink
ENSG00000140368.12	brown
ENSG00000169783.12	grey
ENSG00000136425.12	turquoise
ENSG00000140403.12	brown
ENSG00000166426.7	turquoise
ENSG00000169684.13	turquoise
ENSG00000103811.15	brown
ENSG00000058335.15	turquoise
ENSG00000140379.7	brown
ENSG00000103876.11	turquoise
ENSG00000172379.20	grey
ENSG00000136379.11	brown
ENSG00000103888.16	blue
ENSG00000172349.17	brown
ENSG00000188869.12	turquoise
ENSG00000103723.12	greenyellow
ENSG00000103942.12	brown
ENSG00000166503.8	brown
ENSG00000156218.12	blue
ENSG00000140538.16	black
ENSG00000172183.14	brown
ENSG00000157766.15	turquoise
ENSG00000140511.11	turquoise
ENSG00000140545.14	turquoise
ENSG00000140526.17	turquoise
ENSG00000140519.12	turquoise
ENSG00000140534.13	turquoise
ENSG00000166819.11	purple
ENSG00000166821.8	turquoise
ENSG00000166823.5	salmon
ENSG00000166825.13	grey
ENSG00000182054.9	salmon
ENSG00000185033.14	turquoise
ENSG00000185043.10	red
ENSG00000197299.10	turquoise
ENSG00000140564.11	grey
ENSG00000198901.13	turquoise
ENSG00000176463.13	grey
ENSG00000185442.12	turquoise
ENSG00000182175.13	turquoise
ENSG00000140563.14	turquoise
ENSG00000185551.14	black
ENSG00000140443.13	turquoise
ENSG00000182253.14	turquoise
ENSG00000140470.13	grey
ENSG00000184254.16	turquoise
ENSG00000154237.12	brown
ENSG00000140479.16	turquoise
ENSG00000188536.12	purple
ENSG00000206172.8	purple
ENSG00000076344.15	red
ENSG00000103202.12	red
ENSG00000242612.6	red
ENSG00000257108.1	turquoise
ENSG00000007541.16	red
ENSG00000130731.15	red
ENSG00000172366.19	red
ENSG00000161996.18	red
ENSG00000103269.13	red
ENSG00000127585.11	turquoise
ENSG00000103260.8	red
ENSG00000103254.9	red
ENSG00000162004.16	red
ENSG00000103253.17	red
ENSG00000102854.15	turquoise
ENSG00000127586.16	red
ENSG00000005513.9	turquoise
ENSG00000196557.12	turquoise
ENSG00000116176.6	turquoise
ENSG00000197253.13	blue
ENSG00000172236.16	blue
ENSG00000095917.13	blue
ENSG00000007516.13	red
ENSG00000100726.14	red
ENSG00000187535.13	turquoise
ENSG00000138834.12	red
ENSG00000103024.7	red
ENSG00000197774.12	red
ENSG00000095906.16	red
ENSG00000099769.5	turquoise
ENSG00000140988.15	salmon
ENSG00000183971.6	salmon
ENSG00000065054.13	red
ENSG00000065057.7	red
ENSG00000167964.12	red
ENSG00000167969.12	red
ENSG00000167972.13	turquoise
ENSG00000172382.9	salmon
ENSG00000103363.14	red
ENSG00000103355.13	turquoise
ENSG00000007038.10	grey
ENSG00000162078.11	turquoise
ENSG00000005001.9	red
ENSG00000131650.13	turquoise
ENSG00000162073.13	turquoise
ENSG00000127564.16	turquoise
ENSG00000184697.6	turquoise
ENSG00000006327.13	turquoise
ENSG00000103145.10	red
ENSG00000162069.14	red
ENSG00000008516.16	grey
ENSG00000008517.16	brown
ENSG00000162104.9	turquoise
ENSG00000126603.8	blue
ENSG00000168140.4	turquoise
ENSG00000267795.5	red
ENSG00000067836.12	red
ENSG00000118898.15	turquoise
ENSG00000153446.15	turquoise
ENSG00000183044.11	turquoise
ENSG00000166669.13	grey
ENSG00000213853.9	brown
ENSG00000175643.8	turquoise
ENSG00000103381.11	blue
ENSG00000237515.8	grey
ENSG00000186260.16	turquoise
ENSG00000156968.8	turquoise
ENSG00000166780.10	turquoise
ENSG00000133392.17	black
ENSG00000091262.15	turquoise
ENSG00000103489.11	blue
ENSG00000205730.6	turquoise
ENSG00000103528.16	turquoise
ENSG00000103534.16	turquoise
ENSG00000167191.11	turquoise
ENSG00000169347.16	turquoise
ENSG00000166743.9	turquoise
ENSG00000103316.10	grey
ENSG00000140749.8	brown
ENSG00000166828.2	grey
ENSG00000168447.10	grey
ENSG00000166851.14	turquoise
ENSG00000166501.12	brown
ENSG00000077238.13	brown
ENSG00000103522.15	brown
ENSG00000188322.4	brown
ENSG00000184730.10	brown
ENSG00000176046.8	salmon
ENSG00000196502.11	red
ENSG00000177548.12	red
ENSG00000177455.12	brown
ENSG00000213658.11	brown
ENSG00000181625.17	red
ENSG00000197471.11	brown
ENSG00000277669.1	grey
ENSG00000103485.17	grey
ENSG00000185905.3	brown
ENSG00000167371.17	red
ENSG00000013364.18	red
ENSG00000174938.14	greenyellow
ENSG00000174939.10	greenyellow
ENSG00000149926.13	greenyellow
ENSG00000149925.17	red
ENSG00000090238.11	red
ENSG00000102886.14	red
ENSG00000102879.15	brown
ENSG00000169627.7	red
ENSG00000180096.11	brown
ENSG00000005844.17	brown
ENSG00000156853.12	turquoise
ENSG00000150281.6	turquoise
ENSG00000052344.15	red
ENSG00000103490.13	red
ENSG00000169900.7	grey
ENSG00000177238.13	grey
ENSG00000169896.16	brown
ENSG00000140678.16	brown
ENSG00000140682.18	pink
ENSG00000171241.8	turquoise
ENSG00000091651.8	turquoise
ENSG00000166123.13	turquoise
ENSG00000171208.9	turquoise
ENSG00000140798.15	turquoise
ENSG00000121270.15	turquoise
ENSG00000102935.11	black
ENSG00000121281.12	brown
ENSG00000167208.14	brown
ENSG00000167207.11	brown
ENSG00000103460.16	turquoise
ENSG00000140718.20	salmon
ENSG00000177508.11	red
ENSG00000176842.14	brown
ENSG00000087245.12	blue
ENSG00000087253.12	turquoise
ENSG00000198848.12	purple
ENSG00000087258.14	greenyellow
ENSG00000159461.14	turquoise
ENSG00000125148.6	salmon
ENSG00000169715.14	salmon
ENSG00000125144.13	grey
ENSG00000187193.8	turquoise
ENSG00000140853.15	brown
ENSG00000102962.4	brown
ENSG00000006210.6	turquoise
ENSG00000205336.11	turquoise
ENSG00000140859.15	turquoise
ENSG00000102996.4	salmon
ENSG00000103034.14	turquoise
ENSG00000140937.13	blue
ENSG00000179776.17	black
ENSG00000140931.19	pink
ENSG00000183723.12	brown
ENSG00000172828.12	grey
ENSG00000172824.14	grey
ENSG00000102878.16	red
ENSG00000140939.14	salmon
ENSG00000102890.14	red
ENSG00000196155.12	grey
ENSG00000159713.10	red
ENSG00000176387.6	salmon
ENSG00000159753.13	brown
ENSG00000261884.2	brown
ENSG00000205220.11	brown
ENSG00000103056.11	greenyellow
ENSG00000062038.13	turquoise
ENSG00000039068.18	brown
ENSG00000181019.12	turquoise
ENSG00000157368.10	turquoise
ENSG00000132613.14	turquoise
ENSG00000172137.18	turquoise
ENSG00000198650.10	turquoise
ENSG00000257017.8	purple
ENSG00000140836.14	salmon
ENSG00000196436.8	salmon
ENSG00000103089.8	grey
ENSG00000166816.13	turquoise
ENSG00000183196.8	turquoise
ENSG00000140873.15	black
ENSG00000166509.10	turquoise
ENSG00000186153.16	grey
ENSG00000166446.14	turquoise
ENSG00000197943.9	brown
ENSG00000184860.9	grey
ENSG00000086696.10	turquoise
ENSG00000135698.9	turquoise
ENSG00000140961.12	salmon
ENSG00000064270.12	turquoise
ENSG00000140950.15	turquoise
ENSG00000103187.7	brown
ENSG00000103196.11	blue
ENSG00000131149.18	brown
ENSG00000131153.8	turquoise
ENSG00000154102.10	red
ENSG00000131143.8	salmon
ENSG00000140968.10	brown
ENSG00000176692.5	turquoise
ENSG00000103257.8	turquoise
ENSG00000225614.2	blue
ENSG00000051523.10	brown
ENSG00000167508.11	salmon
ENSG00000167513.8	turquoise
ENSG00000198931.10	salmon
ENSG00000129993.14	turquoise
ENSG00000167526.13	salmon
ENSG00000178773.14	red
ENSG00000204991.10	blue
ENSG00000198211.8	turquoise
ENSG00000258947.6	turquoise
ENSG00000003249.13	black
ENSG00000272636.3	black
ENSG00000181031.15	turquoise
ENSG00000183688.4	blue
ENSG00000167693.16	turquoise
ENSG00000184811.3	purple
ENSG00000167703.14	brown
ENSG00000167711.13	brown
ENSG00000132386.10	blue
ENSG00000185924.6	turquoise
ENSG00000141258.12	red
ENSG00000132359.14	grey
ENSG00000083454.21	brown
ENSG00000074370.17	grey
ENSG00000167740.9	turquoise
ENSG00000183018.8	brown
ENSG00000167741.10	grey
ENSG00000161905.12	grey
ENSG00000161921.14	brown
ENSG00000029725.16	turquoise
ENSG00000091592.15	brown
ENSG00000129195.15	turquoise
ENSG00000091622.15	turquoise
ENSG00000132530.16	cyan
ENSG00000132514.13	brown
ENSG00000181885.18	black
ENSG00000006047.12	turquoise
ENSG00000072818.11	brown
ENSG00000161958.10	turquoise
ENSG00000129226.13	brown
ENSG00000141510.16	grey
ENSG00000108947.4	grey
ENSG00000183914.14	grey
ENSG00000179593.15	grey
ENSG00000179094.15	black
ENSG00000178999.12	turquoise
