gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000198597.8	ZNF536	2.62765985060521	-0.0540166944036813	0.216109236058928	0.000312237602401828	0.000452952814924693
ENSG00000149016.15	TUT1	1047.27243952043	0.187584550149412	0.0515148570483194	0.000313120472199517	0.000454197278654644
ENSG00000109618.11	SEPSECS	569.79390788246	-0.224987959981301	0.0626694454209491	0.00031385349167241	0.000455224195366053
ENSG00000185800.11	DMWD	971.27851980182	0.163828892143854	0.0452897272979689	0.000314571356165542	0.00045622896847076
ENSG00000198542.13	ITGBL1	2075.75561726377	0.419137858701441	0.116619796155408	0.000314645242659036	0.000456299681830747
ENSG00000180116.15	C12orf40	4.24361453605266	-0.502247761950964	0.141854721516076	0.000314983514347374	0.000456753765654018
ENSG00000213672.7	NCKIPSD	943.338791623518	-0.162159951685567	0.0453113425375107	0.0003153734559699	0.000457282696917787
ENSG00000056097.15	ZFR	3977.66213849872	-0.167692480521698	0.0473921575380271	0.000315970307902905	0.000458111533926936
ENSG00000136807.13	CDK9	1951.77993837274	0.167412782131412	0.0462002671250992	0.00031742767919959	0.000460187768375741
ENSG00000132321.16	IQCA1	213.134036185745	-0.50930561825681	0.143486333010901	0.000319863488617668	0.000463682039463486
